nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
T.J. Warren,0 days 00:29:56,7.0,13.0,53.8,0.0,2.0,0.0,3.0,4.0,75.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,6.0,17.0,-12.0,False,False,tjwarren,25.0
Domantas Sabonis,0 days 00:36:44,5.0,12.0,41.7,1.0,2.0,50.0,3.0,4.0,75.0,2.0,9.0,11.0,8.0,2.0,1.0,2.0,3.0,14.0,-15.0,False,False,domantassabonis,38.0
Myles Turner,0 days 00:31:39,5.0,9.0,55.6,3.0,6.0,50.0,3.0,4.0,75.0,0.0,6.0,6.0,0.0,2.0,3.0,2.0,3.0,16.0,6.0,False,False,mylesturner,36.0
Victor Oladipo,0 days 00:34:25,10.0,18.0,55.6,2.0,6.0,33.3,2.0,2.0,100.0,0.0,6.0,6.0,6.0,0.0,1.0,2.0,3.0,24.0,5.0,False,False,victoroladipo,45.0
Malcolm Brogdon,0 days 00:34:35,7.0,15.0,46.7,3.0,9.0,33.3,2.0,2.0,100.0,1.0,2.0,3.0,7.0,0.0,0.0,2.0,4.0,19.0,0.0,False,False,malcolmbrogdon,37.0
Justin Holiday,0 days 00:25:36,5.0,9.0,55.6,2.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,3.0,12.0,-5.0,False,False,justinholiday,21.0
Doug McDermott,0 days 00:19:33,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,False,False,dougmcdermott,4.0
Aaron Holiday,0 days 00:14:07,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,5.0,-8.0,False,False,aaronholiday,10.0
T.J. McConnell,0 days 00:13:25,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,-5.0,False,False,tjmcconnell,9.0
Jalen Lecque,,,,,,,,,,,,,,,,,,,,,True,False,jalenlecque,
Kelan Martin,,,,,,,,,,,,,,,,,,,,,True,False,kelanmartin,
JaKarr Sampson,,,,,,,,,,,,,,,,,,,,,True,False,jakarrsampson,
Cassius Stanley,,,,,,,,,,,,,,,,,,,,,True,False,cassiusstanley,
Edmond Sumner,,,,,,,,,,,,,,,,,,,,,True,False,edmondsumner,
