nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Kawhi Leonard,0 days 00:37:07,10.0,21.0,47.6,1.0,7.0,14.3,10.0,10.0,100.0,1.0,7.0,8.0,2.0,3.0,2.0,2.0,2.0,31.0,2.0,False,False,kawhileonard,60.0
Nicolas Batum,0 days 00:33:10,5.0,6.0,83.3,4.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,14.0,-1.0,False,False,nicolasbatum,26.0
Serge Ibaka,0 days 00:27:39,7.0,8.0,87.5,1.0,2.0,50.0,2.0,2.0,100.0,4.0,7.0,11.0,1.0,0.0,0.0,1.0,2.0,17.0,0.0,False,False,sergeibaka,38.0
Paul George,0 days 00:34:41,10.0,19.0,52.6,3.0,7.0,42.9,6.0,6.0,100.0,0.0,7.0,7.0,5.0,1.0,0.0,5.0,3.0,29.0,17.0,False,False,paulgeorge,51.0
Patrick Beverley,0 days 00:29:39,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,7.0,8.0,2.0,3.0,0.0,0.0,4.0,1.0,23.0,False,False,patrickbeverley,16.0
Luke Kennard,0 days 00:15:34,1.0,7.0,14.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-7.0,False,False,lukekennard,4.0
Ivica Zubac,0 days 00:14:54,3.0,4.0,75.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,3.0,8.0,14.0,False,False,ivicazubac,19.0
Marcus Morris Sr.,0 days 00:24:16,3.0,7.0,42.9,1.0,3.0,33.3,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,2.0,2.0,7.0,11.0,False,False,marcusmorrissr,12.0
Lou Williams,0 days 00:20:24,3.0,8.0,37.5,0.0,3.0,0.0,3.0,3.0,100.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,9.0,8.0,False,False,louwilliams,21.0
Terance Mann,0 days 00:00:52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,terancemann,1.0
Daniel Oturu,0 days 00:00:52,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,False,False,danieloturu,3.0
Mfiondu Kabengele,0 days 00:00:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False,mfiondukabengele,0.0
Reggie Jackson,,,,,,,,,,,,,,,,,,,,,True,False,reggiejackson,
Patrick Patterson,,,,,,,,,,,,,,,,,,,,,True,False,patrickpatterson,
