nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Gordon Hayward,0 days 00:37:05,12.0,20.0,60.0,2.0,6.0,33.3,8.0,10.0,80.0,0.0,6.0,6.0,4.0,2.0,0.0,4.0,0.0,34.0,-4.0,False,False,gordonhayward,62.0
P.J. Washington,0 days 00:32:41,7.0,14.0,50.0,0.0,6.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,2.0,0.0,1.0,2.0,1.0,16.0,-7.0,False,False,pjwashington,29.0
Bismack Biyombo,0 days 00:27:49,2.0,3.0,66.7,0.0,0.0,0.0,2.0,3.0,66.7,3.0,7.0,10.0,2.0,0.0,1.0,0.0,4.0,6.0,6.0,False,False,bismackbiyombo,23.0
Terry Rozier,0 days 00:38:34,4.0,12.0,33.3,1.0,6.0,16.7,1.0,1.0,100.0,1.0,3.0,4.0,6.0,2.0,0.0,1.0,1.0,10.0,-12.0,False,False,terryrozier,24.0
Devonte' Graham,0 days 00:37:43,9.0,18.0,50.0,4.0,10.0,40.0,2.0,4.0,50.0,0.0,3.0,3.0,6.0,1.0,0.0,1.0,0.0,24.0,-10.0,False,False,devontegraham,47.0
Cody Zeller,0 days 00:10:57,2.0,4.0,50.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,-6.0,False,False,codyzeller,10.0
Miles Bridges,0 days 00:19:22,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,5.0,7.0,0.0,0.0,0.0,4.0,1.0,2.0,-12.0,False,False,milesbridges,7.0
LaMelo Ball,0 days 00:16:34,3.0,7.0,42.9,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,7.0,-15.0,False,False,lameloball,9.0
Caleb Martin,0 days 00:19:15,3.0,7.0,42.9,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,2.0,0.0,2.0,3.0,6.0,-5.0,False,False,calebmartin,12.0
Vernon Carey Jr.,,,,,,,,,,,,,,,,,,,,,True,False,vernoncareyjr,
Cody Martin,,,,,,,,,,,,,,,,,,,,,True,False,codymartin,
Jalen McDaniels,,,,,,,,,,,,,,,,,,,,,True,False,jalenmcdaniels,
Malik Monk,,,,,,,,,,,,,,,,,,,,,True,False,malikmonk,
Nick Richards,,,,,,,,,,,,,,,,,,,,,True,False,nickrichards,
