nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Andrew Wiggins,0 days 00:32:32,6.0,13.0,46.2,1.0,3.0,33.3,4.0,5.0,80.0,2.0,7.0,9.0,2.0,0.0,1.0,1.0,2.0,17.0,-18.0,False,False,andrewwiggins,35.0
Draymond Green,0 days 00:17:05,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,3.0,-8.0,False,False,draymondgreen,11.0
James Wiseman,0 days 00:24:47,5.0,9.0,55.6,0.0,1.0,0.0,5.0,7.0,71.4,3.0,5.0,8.0,2.0,1.0,0.0,1.0,1.0,15.0,-6.0,False,False,jameswiseman,34.0
Kelly Oubre Jr.,0 days 00:31:18,2.0,11.0,18.2,0.0,4.0,0.0,3.0,6.0,50.0,0.0,6.0,6.0,3.0,1.0,1.0,0.0,3.0,7.0,-13.0,False,False,kellyoubrejr,21.0
Stephen Curry,0 days 00:34:39,9.0,19.0,47.4,5.0,14.0,35.7,7.0,8.0,87.5,0.0,3.0,3.0,4.0,2.0,0.0,4.0,3.0,30.0,-16.0,False,False,stephencurry,56.0
Kevon Looney,0 days 00:12:37,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,-6.0,False,False,kevonlooney,9.0
Kent Bazemore,0 days 00:13:40,2.0,5.0,40.0,1.0,2.0,50.0,3.0,3.0,100.0,0.0,5.0,5.0,2.0,1.0,1.0,0.0,4.0,8.0,-1.0,False,False,kentbazemore,21.0
Damion Lee,0 days 00:16:04,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,False,False,damionlee,4.0
Eric Paschall,0 days 00:18:49,5.0,10.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,12.0,-9.0,False,False,ericpaschall,18.0
Jordan Poole,0 days 00:08:21,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,False,False,jordanpoole,6.0
Brad Wanamaker,0 days 00:17:38,1.0,6.0,16.7,0.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,-7.0,False,False,bradwanamaker,5.0
Nico Mannion,0 days 00:08:06,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,-7.0,False,False,nicomannion,7.0
Mychal Mulder,0 days 00:04:24,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,False,False,mychalmulder,5.0
