nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
RJ Barrett,0 days 00:34:52,5.0,18.0,27.8,0.0,5.0,0.0,1.0,2.0,50.0,2.0,7.0,9.0,5.0,0.0,0.0,1.0,2.0,11.0,-13.0,False,False,rjbarrett,23.0
Julius Randle,0 days 00:30:21,2.0,9.0,22.2,0.0,2.0,0.0,7.0,8.0,87.5,0.0,5.0,5.0,5.0,0.0,1.0,4.0,2.0,11.0,-20.0,False,False,juliusrandle,23.0
Mitchell Robinson,0 days 00:33:03,5.0,5.0,100.0,0.0,0.0,0.0,2.0,4.0,50.0,7.0,4.0,11.0,0.0,2.0,2.0,1.0,1.0,12.0,-27.0,False,False,mitchellrobinson,35.0
Austin Rivers,0 days 00:37:50,5.0,12.0,41.7,3.0,9.0,33.3,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,5.0,13.0,-21.0,False,False,austinrivers,23.0
Elfrid Payton,0 days 00:30:41,7.0,14.0,50.0,1.0,3.0,33.3,0.0,2.0,0.0,4.0,2.0,6.0,4.0,2.0,0.0,3.0,4.0,15.0,-24.0,False,False,elfridpayton,29.0
Immanuel Quickley,0 days 00:28:59,1.0,10.0,10.0,0.0,6.0,0.0,1.0,1.0,100.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0,3.0,-2.0,False,False,immanuelquickley,8.0
Kevin Knox II,0 days 00:29:17,7.0,17.0,41.2,5.0,12.0,41.7,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,1.0,2.0,4.0,19.0,-4.0,False,False,kevinknoxii,34.0
Nerlens Noel,0 days 00:14:57,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,2.0,1.0,2.0,4.0,6.0,False,False,nerlensnoel,13.0
Ignas Brazdeikis,,,,,,,,,,,,,,,,,,,,,True,False,ignasbrazdeikis,
Jared Harper,,,,,,,,,,,,,,,,,,,,,True,False,jaredharper,
Theo Pinson,,,,,,,,,,,,,,,,,,,,,True,False,theopinson,
Dennis Smith Jr.,,,,,,,,,,,,,,,,,,,,,True,False,dennissmithjr,
