nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Kyle Anderson,0 days 00:30:46,2.0,5.0,40.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,6.0,6.0,9.0,0.0,1.0,0.0,0.0,8.0,7.0,False,False,kyleanderson,29.0
Brandon Clarke,0 days 00:29:48,7.0,13.0,53.8,0.0,2.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,1.0,1.0,0.0,2.0,2.0,15.0,3.0,False,False,brandonclarke,24.0
Jonas Valanciunas,0 days 00:29:49,6.0,10.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,3.0,0.0,1.0,3.0,5.0,12.0,2.0,False,False,jonasvalanciunas,23.0
Dillon Brooks,0 days 00:33:22,6.0,15.0,40.0,2.0,8.0,25.0,7.0,8.0,87.5,2.0,5.0,7.0,3.0,1.0,2.0,3.0,0.0,21.0,7.0,False,False,dillonbrooks,44.0
Tyus Jones,0 days 00:31:37,5.0,9.0,55.6,1.0,1.0,100.0,2.0,2.0,100.0,1.0,4.0,5.0,7.0,3.0,0.0,2.0,1.0,13.0,18.0,False,False,tyusjones,30.0
Xavier Tillman,0 days 00:17:45,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,8.0,8.0,False,False,xaviertillman,17.0
Desmond Bane,0 days 00:20:09,4.0,5.0,80.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,4.0,4.0,2.0,1.0,0.0,2.0,2.0,9.0,16.0,False,False,desmondbane,19.0
De'Anthony Melton,0 days 00:18:12,3.0,7.0,42.9,1.0,2.0,50.0,1.0,2.0,50.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,8.0,7.0,False,False,deanthonymelton,15.0
Grayson Allen,0 days 00:17:45,3.0,6.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,7.0,-6.0,False,False,graysonallen,15.0
Tim Frazier,0 days 00:10:47,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,-12.0,False,False,timfrazier,1.0
Gorgui Dieng,,,,,,,,,,,,,,,,,,,,,True,False,gorguidieng,
John Konchar,,,,,,,,,,,,,,,,,,,,,True,True,johnkonchar,
Sean McDermott,,,,,,,,,,,,,,,,,,,,,True,False,seanmcdermott,
