nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Patrick Williams,F,0 days 00:28:24,6.0,5.0,1.0,3.0,2.0,3.0,8.0,37.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,6.0,False,False,16.0
Otto Porter Jr.,F,0 days 00:28:38,15.0,7.0,2.0,2.0,0.0,4.0,11.0,36.4,2.0,6.0,33.3,5.0,5.0,100.0,1.0,6.0,2.0,3.0,-4.0,False,False,32.0
Wendell Carter Jr.,C,0 days 00:22:50,7.0,7.0,1.0,1.0,0.0,2.0,8.0,25.0,0.0,1.0,0.0,3.0,5.0,60.0,2.0,5.0,1.0,3.0,-2.0,False,False,17.0
Zach LaVine,G,0 days 00:38:40,39.0,6.0,5.0,3.0,0.0,14.0,25.0,56.0,3.0,9.0,33.3,8.0,9.0,88.9,0.0,6.0,4.0,4.0,6.0,False,False,70.0
Coby White,G,0 days 00:32:50,23.0,7.0,4.0,0.0,0.0,7.0,14.0,50.0,4.0,9.0,44.4,5.0,5.0,100.0,1.0,6.0,4.0,5.0,7.0,False,False,44.0
Garrett Temple,,0 days 00:25:20,3.0,5.0,0.0,0.0,0.0,1.0,6.0,16.7,1.0,5.0,20.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,8.0,False,False,8.0
Thaddeus Young,,0 days 00:28:26,7.0,4.0,1.0,1.0,0.0,3.0,6.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,13.0,False,False,12.0
Daniel Gafford,,0 days 00:19:05,12.0,3.0,1.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,6.0,6.0,100.0,2.0,1.0,1.0,3.0,12.0,False,False,24.0
Denzel Valentine,,0 days 00:15:47,6.0,4.0,1.0,1.0,0.0,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,False,False,16.0
Devon Dotson,,,,,,,,,,,,,,,,,,,,,,True,False,
Cristiano Felicio,,,,,,,,,,,,,,,,,,,,,,True,False,
Luke Kornet,,,,,,,,,,,,,,,,,,,,,,True,False,
Adam Mokoka,,,,,,,,,,,,,,,,,,,,,,True,False,
