nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Keldon Johnson,F,0 days 00:28:45,22.0,7.0,2.0,2.0,0.0,10.0,16.0,62.5,0.0,0.0,0.0,2.0,2.0,100.0,2.0,5.0,3.0,2.0,-20.0,False,False,36.0
DeMar DeRozan,F,0 days 00:27:46,19.0,5.0,4.0,2.0,0.0,9.0,17.0,52.9,0.0,2.0,0.0,1.0,2.0,50.0,0.0,5.0,2.0,3.0,-14.0,False,False,33.0
Jakob Poeltl,C,0 days 00:24:25,11.0,7.0,4.0,0.0,0.0,5.0,8.0,62.5,0.0,0.0,0.0,1.0,1.0,100.0,4.0,3.0,0.0,3.0,-20.0,False,False,25.0
Lonnie Walker IV,G,0 days 00:22:03,11.0,2.0,0.0,0.0,1.0,4.0,11.0,36.4,1.0,2.0,50.0,2.0,2.0,100.0,2.0,0.0,0.0,2.0,-14.0,False,False,15.0
Dejounte Murray,G,0 days 00:26:35,4.0,3.0,5.0,3.0,0.0,1.0,13.0,7.7,0.0,2.0,0.0,2.0,4.0,50.0,1.0,2.0,0.0,1.0,-15.0,False,False,10.0
Patty Mills,,0 days 00:23:43,8.0,0.0,2.0,0.0,1.0,3.0,9.0,33.3,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-19.0,False,False,13.0
Rudy Gay,,0 days 00:23:08,10.0,3.0,2.0,2.0,1.0,4.0,10.0,40.0,2.0,5.0,40.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,-11.0,False,False,20.0
Devin Vassell,,0 days 00:23:51,4.0,3.0,3.0,3.0,0.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,-2.0,False,False,11.0
Trey Lyles,,0 days 00:19:36,2.0,9.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,-3.0,False,False,11.0
Drew Eubanks,,0 days 00:11:22,5.0,3.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,3.0,0.0,0.0,4.0,False,False,14.0
Tre Jones,,0 days 00:08:28,9.0,3.0,1.0,0.0,0.0,3.0,5.0,60.0,0.0,0.0,0.0,3.0,3.0,100.0,3.0,0.0,0.0,0.0,3.0,False,False,17.0
Luka Samanic,,0 days 00:06:17,4.0,0.0,0.0,0.0,0.0,1.0,5.0,20.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,6.0,False,False,5.0
