nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Bojan Bogdanovic,F,0 days 00:35:44,23.0,3.0,1.0,2.0,0.0,8.0,17.0,47.1,5.0,9.0,55.6,2.0,2.0,100.0,0.0,3.0,1.0,0.0,-3.0,False,False,38.0
Royce O'Neale,F,0 days 00:34:59,9.0,6.0,0.0,1.0,1.0,3.0,3.0,100.0,2.0,2.0,100.0,1.0,2.0,50.0,2.0,4.0,2.0,4.0,1.0,False,False,22.0
Rudy Gobert,C,0 days 00:37:49,12.0,10.0,4.0,1.0,4.0,6.0,8.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,False,False,34.0
Mike Conley,G,0 days 00:32:22,20.0,10.0,9.0,1.0,1.0,8.0,15.0,53.3,2.0,6.0,33.3,2.0,2.0,100.0,3.0,7.0,2.0,3.0,1.0,False,False,48.0
Donovan Mitchell,G,0 days 00:35:47,20.0,2.0,5.0,1.0,0.0,8.0,23.0,34.8,2.0,10.0,20.0,2.0,4.0,50.0,0.0,2.0,3.0,3.0,-4.0,False,False,32.0
Joe Ingles,,0 days 00:20:23,4.0,4.0,3.0,1.0,0.0,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,False,False,11.0
Derrick Favors,,0 days 00:11:10,6.0,3.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,-4.0,False,False,11.0
Jordan Clarkson,,0 days 00:26:42,16.0,4.0,2.0,1.0,0.0,5.0,10.0,50.0,2.0,5.0,40.0,4.0,4.0,100.0,2.0,2.0,3.0,1.0,5.0,False,False,29.0
Georges Niang,,0 days 00:08:23,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,False,False,1.0
Miye Oni,,0 days 00:02:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,False,0.0
Udoka Azubuike,,,,,,,,,,,,,,,,,,,,,,True,False,
Shaquille Harrison,,,,,,,,,,,,,,,,,,,,,,True,False,
Elijah Hughes,,,,,,,,,,,,,,,,,,,,,,True,False,
Juwan Morgan,,,,,,,,,,,,,,,,,,,,,,True,False,
