nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
LeBron James,F,0 days 00:36:55,29.0,9.0,6.0,2.0,1.0,11.0,20.0,55.0,3.0,7.0,42.9,4.0,5.0,80.0,2.0,7.0,3.0,2.0,0.0,False,False,58.0
Anthony Davis,F,0 days 00:38:49,13.0,10.0,5.0,1.0,0.0,6.0,14.0,42.9,0.0,0.0,0.0,1.0,2.0,50.0,1.0,9.0,3.0,1.0,5.0,False,False,26.0
Marc Gasol,C,0 days 00:19:21,4.0,7.0,0.0,1.0,2.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,14.0,False,False,16.0
Kentavious Caldwell-Pope,G,0 days 00:29:33,14.0,1.0,0.0,0.0,0.0,5.0,9.0,55.6,4.0,5.0,80.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,11.0,False,False,18.0
Dennis Schroder,G,0 days 00:36:18,24.0,4.0,4.0,1.0,0.0,8.0,16.0,50.0,1.0,2.0,50.0,7.0,7.0,100.0,0.0,4.0,2.0,3.0,8.0,False,False,40.0
Kyle Kuzma,,0 days 00:23:09,6.0,0.0,0.0,0.0,1.0,2.0,9.0,22.2,2.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-23.0,False,False,8.0
Wesley Matthews,,0 days 00:15:19,2.0,1.0,3.0,0.0,0.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-16.0,False,False,7.0
Montrezl Harrell,,0 days 00:27:16,9.0,6.0,1.0,0.0,0.0,3.0,5.0,60.0,0.0,0.0,0.0,3.0,3.0,100.0,2.0,4.0,1.0,1.0,-20.0,False,False,19.0
Markieff Morris,,0 days 00:07:45,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-10.0,False,False,2.0
Talen Horton-Tucker,,0 days 00:10:35,6.0,2.0,0.0,1.0,0.0,3.0,6.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-9.0,False,False,11.0
Quinn Cook,,,,,,,,,,,,,,,,,,,,,,True,False,
Jared Dudley,,,,,,,,,,,,,,,,,,,,,,True,False,
Alfonzo McKinnie,,,,,,,,,,,,,,,,,,,,,,True,False,
