nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Michael Porter Jr.,F,0 days 00:24:38,14.0,9.0,2.0,0.0,1.0,5.0,11.0,45.5,2.0,6.0,33.3,2.0,3.0,66.7,0.0,9.0,0.0,2.0,2.0,False,False,34.0
Paul Millsap,F,0 days 00:25:44,19.0,3.0,1.0,0.0,0.0,7.0,8.0,87.5,3.0,4.0,75.0,2.0,3.0,66.7,0.0,3.0,3.0,1.0,1.0,False,False,33.0
Nikola Jokic,C,0 days 00:34:07,19.0,12.0,18.0,3.0,1.0,8.0,11.0,72.7,1.0,1.0,100.0,2.0,3.0,66.7,4.0,8.0,3.0,2.0,20.0,False,False,59.0
Gary Harris,G,0 days 00:29:56,14.0,3.0,2.0,3.0,0.0,6.0,10.0,60.0,2.0,6.0,33.3,0.0,1.0,0.0,1.0,2.0,1.0,1.0,13.0,False,False,30.0
Jamal Murray,G,0 days 00:31:04,21.0,5.0,2.0,0.0,1.0,7.0,14.0,50.0,4.0,6.0,66.7,3.0,7.0,42.9,2.0,3.0,2.0,0.0,15.0,False,False,40.0
Will Barton,,0 days 00:23:44,11.0,4.0,0.0,0.0,1.0,5.0,12.0,41.7,1.0,4.0,25.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,25.0,False,False,17.0
Monte Morris,,0 days 00:24:30,12.0,4.0,5.0,0.0,1.0,5.0,7.0,71.4,1.0,3.0,33.3,1.0,3.0,33.3,0.0,4.0,0.0,2.0,14.0,False,False,31.0
PJ Dozier,,0 days 00:20:39,3.0,5.0,1.0,1.0,1.0,1.0,5.0,20.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,3.0,1.0,1.0,24.0,False,False,9.0
Isaiah Hartenstein,,0 days 00:10:40,5.0,4.0,0.0,1.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,3.0,6.0,50.0,2.0,2.0,1.0,4.0,5.0,False,False,14.0
Facundo Campazzo,,0 days 00:05:26,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,1.0,2.0,-10.0,False,False,7.0
Bol Bol,,0 days 00:05:09,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-10.0,False,False,0.0
R.J. Hampton,,0 days 00:04:07,2.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-10.0,False,False,4.0
Zeke Nnaji,,0 days 00:04:37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-12.0,False,False,0.0
Vlatko Cancar,,0 days 00:04:37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,False,False,-2.0
Markus Howard,,,,,,,,,,,,,,,,,,,,,,True,False,
