nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Wes Iwundu,0 days 00:30:26,4.0,7.0,57.1,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,9.0,-11.0,False,False,wesiwundu,18.0
Kristaps Porzingis,0 days 00:33:22,9.0,19.0,47.4,0.0,7.0,0.0,2.0,2.0,100.0,2.0,6.0,8.0,0.0,0.0,2.0,0.0,5.0,20.0,-3.0,False,False,kristapsporzingis,38.0
Willie Cauley-Stein,0 days 00:27:06,5.0,8.0,62.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,10.0,-4.0,False,False,williecauleystein,18.0
Josh Green,0 days 00:32:11,1.0,4.0,25.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,2.0,4.0,0.0,False,False,joshgreen,8.0
Luka Doncic,0 days 00:37:30,13.0,30.0,43.3,6.0,11.0,54.5,4.0,6.0,66.7,6.0,10.0,16.0,15.0,2.0,0.0,5.0,2.0,36.0,-7.0,False,False,lukadoncic,77.0
Boban Marjanovic,0 days 00:06:28,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,-3.0,False,False,bobanmarjanovic,4.0
James Johnson,0 days 00:20:49,4.0,6.0,66.7,1.0,2.0,50.0,1.0,3.0,33.3,0.0,2.0,2.0,0.0,0.0,0.0,5.0,4.0,10.0,-19.0,False,False,jamesjohnson,14.0
Trey Burke,0 days 00:28:42,2.0,7.0,28.6,0.0,2.0,0.0,1.0,3.0,33.3,0.0,4.0,4.0,1.0,1.0,0.0,1.0,3.0,5.0,-23.0,False,False,treyburke,12.0
Nate Hinton,0 days 00:06:08,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,False,False,natehinton,-3.0
Tyrell Terry,0 days 00:15:21,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,-2.0,False,False,tyrellterry,8.0
Tyler Bey,0 days 00:01:57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,False,False,tylerbey,3.0
Tim Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,True,True,timhardawayjr,
