nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Harrison Barnes,0 days 00:41:00,2.0,8.0,25.0,2.0,6.0,33.3,1.0,1.0,100.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,7.0,8.0,False,False,harrisonbarnes,14.0
Marvin Bagley III,0 days 00:36:14,11.0,19.0,57.9,2.0,6.0,33.3,2.0,2.0,100.0,3.0,7.0,10.0,0.0,1.0,1.0,2.0,2.0,26.0,-9.0,False,False,marvinbagleyiii,47.0
Richaun Holmes,0 days 00:42:10,7.0,12.0,58.3,0.0,1.0,0.0,2.0,2.0,100.0,2.0,5.0,7.0,1.0,1.0,2.0,0.0,5.0,16.0,4.0,False,False,richaunholmes,32.0
Buddy Hield,0 days 00:35:45,5.0,12.0,41.7,5.0,11.0,45.5,3.0,3.0,100.0,0.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,18.0,13.0,False,False,buddyhield,37.0
De'Aaron Fox,0 days 00:39:02,17.0,27.0,63.0,3.0,9.0,33.3,6.0,8.0,75.0,1.0,3.0,4.0,13.0,4.0,0.0,2.0,3.0,43.0,18.0,False,False,deaaronfox,86.0
Glenn Robinson III,0 days 00:08:09,1.0,3.0,33.3,1.0,2.0,50.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,-17.0,False,False,glennrobinsoniii,9.0
Tyrese Haliburton,0 days 00:22:59,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,-12.0,False,False,tyresehaliburton,7.0
Cory Joseph,0 days 00:09:28,1.0,4.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-23.0,False,False,coryjoseph,3.0
Chimezie Metu,0 days 00:05:14,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,-7.0,False,False,chimeziemetu,8.0
Nemanja Bjelica,,,,,,,,,,,,,,,,,,,,,True,False,nemanjabjelica,
Kyle Guy,,,,,,,,,,,,,,,,,,,,,True,False,kyleguy,
Justin James,,,,,,,,,,,,,,,,,,,,,True,False,justinjames,
Jabari Parker,,,,,,,,,,,,,,,,,,,,,True,False,jabariparker,
Robert Woodard II,,,,,,,,,,,,,,,,,,,,,True,False,robertwoodardii,
