nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Patrick Williams,F,0 days 00:33:02,16.0,4.0,1.0,1.0,1.0,5.0,11.0,45.5,1.0,3.0,33.3,5.0,6.0,83.3,0.0,4.0,0.0,2.0,-23.0,False,False,31.0
Lauri Markkanen,F,0 days 00:30:12,21.0,7.0,4.0,2.0,0.0,6.0,9.0,66.7,4.0,6.0,66.7,5.0,5.0,100.0,1.0,6.0,2.0,1.0,-34.0,False,False,46.0
Wendell Carter Jr.,C,0 days 00:26:46,6.0,6.0,2.0,0.0,0.0,2.0,5.0,40.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,5.0,3.0,3.0,-13.0,False,False,14.0
Zach LaVine,G,0 days 00:25:18,22.0,2.0,1.0,1.0,0.0,9.0,19.0,47.4,1.0,8.0,12.5,3.0,3.0,100.0,1.0,1.0,5.0,5.0,-26.0,False,False,31.0
Coby White,G,0 days 00:30:28,9.0,2.0,7.0,2.0,0.0,2.0,11.0,18.2,1.0,7.0,14.3,4.0,4.0,100.0,0.0,2.0,3.0,2.0,-13.0,False,False,21.0
Otto Porter Jr.,,0 days 00:23:22,14.0,5.0,1.0,2.0,0.0,5.0,10.0,50.0,0.0,2.0,0.0,4.0,4.0,100.0,3.0,2.0,1.0,2.0,-9.0,False,False,27.0
Ryan Arcidiacono,,0 days 00:20:35,5.0,3.0,2.0,1.0,0.0,2.0,6.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,False,False,13.0
Daniel Gafford,,0 days 00:17:54,5.0,1.0,0.0,0.0,1.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,1.0,0.0,1.0,2.0,False,False,11.0
Chandler Hutchison,,0 days 00:19:35,2.0,5.0,0.0,0.0,0.0,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,4.0,False,False,2.0
Adam Mokoka,,0 days 00:17:47,4.0,2.0,2.0,1.0,1.0,2.0,6.0,33.3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,False,False,11.0
Cristiano Felicio,,,,,,,,,,,,,,,,,,,,,,True,False,
Luke Kornet,,,,,,,,,,,,,,,,,,,,,,True,False,
Tomas Satoransky,,,,,,,,,,,,,,,,,,,,,,True,False,
Garrett Temple,,,,,,,,,,,,,,,,,,,,,,True,False,
Denzel Valentine,,,,,,,,,,,,,,,,,,,,,,True,False,
