nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Isaac Bonga,F,0 days 00:17:42,5.0,3.0,2.0,2.0,0.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,7.0,False,False,14.0
Deni Avdija,F,0 days 00:28:06,7.0,4.0,1.0,1.0,0.0,2.0,2.0,100.0,2.0,2.0,100.0,1.0,2.0,50.0,0.0,4.0,1.0,3.0,14.0,False,False,18.0
Thomas Bryant,C,0 days 00:26:33,10.0,5.0,0.0,0.0,1.0,5.0,13.0,38.5,0.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,5.0,2.0,False,False,15.0
Bradley Beal,G,0 days 00:36:44,31.0,2.0,3.0,4.0,0.0,11.0,22.0,50.0,3.0,8.0,37.5,6.0,7.0,85.7,0.0,2.0,6.0,3.0,6.0,False,False,49.0
Russell Westbrook,G,0 days 00:36:18,21.0,11.0,15.0,0.0,0.0,9.0,22.0,40.9,0.0,2.0,0.0,3.0,5.0,60.0,2.0,9.0,6.0,3.0,10.0,False,False,44.0
Troy Brown Jr.,,0 days 00:22:26,3.0,3.0,1.0,0.0,0.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,-23.0,False,False,8.0
Ish Smith,,0 days 00:23:53,7.0,4.0,3.0,0.0,1.0,2.0,7.0,28.6,1.0,2.0,50.0,2.0,2.0,100.0,0.0,4.0,1.0,1.0,-21.0,False,False,15.0
Robin Lopez,,0 days 00:17:32,3.0,3.0,0.0,0.0,1.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,-16.0,False,False,5.0
Davis Bertans,,0 days 00:20:08,14.0,3.0,1.0,0.0,1.0,4.0,7.0,57.1,4.0,6.0,66.7,2.0,2.0,100.0,0.0,3.0,0.0,0.0,-3.0,False,False,28.0
Raul Neto,,0 days 00:10:42,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,-14.0,False,False,5.0
Moritz Wagner,,0 days 00:06:54,4.0,2.0,1.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,8.0,False,False,9.0
Anthony Gill,,,,,,,,,,,,,,,,,,,,,,True,False,
Anzejs Pasecniks,,,,,,,,,,,,,,,,,,,,,,True,False,
Jerome Robinson,,,,,,,,,,,,,,,,,,,,,,True,False,
