nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Dillon Brooks,F,0 days 00:33:13,16.0,4.0,6.0,2.0,0.0,7.0,14.0,50.0,1.0,3.0,33.3,1.0,1.0,100.0,1.0,3.0,2.0,6.0,-10.0,False,False,30.0
Kyle Anderson,F,0 days 00:29:50,7.0,10.0,2.0,0.0,0.0,3.0,8.0,37.5,1.0,3.0,33.3,0.0,0.0,0.0,0.0,10.0,2.0,3.0,-6.0,False,False,18.0
Jonas Valanciunas,C,0 days 00:30:33,15.0,13.0,2.0,1.0,1.0,6.0,11.0,54.5,1.0,1.0,100.0,2.0,6.0,33.3,3.0,10.0,1.0,4.0,-4.0,False,False,39.0
Grayson Allen,G,0 days 00:27:57,6.0,2.0,5.0,0.0,1.0,2.0,7.0,28.6,2.0,6.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-3.0,False,False,17.0
Ja Morant,G,0 days 00:35:10,44.0,2.0,9.0,2.0,1.0,18.0,27.0,66.7,1.0,2.0,50.0,7.0,8.0,87.5,0.0,2.0,1.0,1.0,10.0,False,False,76.0
De'Anthony Melton,,0 days 00:25:32,3.0,2.0,1.0,0.0,2.0,1.0,6.0,16.7,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-7.0,False,False,7.0
Brandon Clarke,,0 days 00:26:51,10.0,3.0,0.0,0.0,1.0,5.0,9.0,55.6,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,-8.0,False,False,17.0
Gorgui Dieng,,0 days 00:12:45,5.0,1.0,1.0,1.0,2.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-6.0,False,False,12.0
Desmond Bane,,0 days 00:11:32,6.0,4.0,0.0,0.0,0.0,2.0,5.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,-6.0,False,False,12.0
Tyus Jones,,0 days 00:14:35,7.0,1.0,1.0,0.0,0.0,3.0,5.0,60.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,2.0,0.0,-20.0,False,False,11.0
John Konchar,,,,,,,,,,,,,,,,,,,,,,True,False,
Sean McDermott,,,,,,,,,,,,,,,,,,,,,,True,False,
