nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Mikal Bridges,F,0 days 00:36:57,18.0,7.0,0.0,0.0,2.0,5.0,11.0,45.5,4.0,7.0,57.1,4.0,4.0,100.0,2.0,5.0,0.0,2.0,9.0,False,False,37.0
Jae Crowder,F,0 days 00:26:57,4.0,9.0,4.0,0.0,0.0,1.0,6.0,16.7,1.0,5.0,20.0,1.0,2.0,50.0,0.0,9.0,1.0,0.0,-12.0,False,False,19.0
Deandre Ayton,C,0 days 00:24:09,13.0,8.0,1.0,1.0,2.0,5.0,9.0,55.6,0.0,0.0,0.0,3.0,6.0,50.0,1.0,7.0,2.0,4.0,-4.0,False,False,30.0
Devin Booker,G,0 days 00:34:06,22.0,5.0,3.0,2.0,0.0,8.0,15.0,53.3,2.0,6.0,33.3,4.0,6.0,66.7,0.0,5.0,8.0,4.0,7.0,False,False,37.0
Chris Paul,G,0 days 00:28:45,8.0,4.0,5.0,2.0,0.0,3.0,9.0,33.3,0.0,2.0,0.0,2.0,2.0,100.0,1.0,3.0,3.0,3.0,-10.0,False,False,17.0
Damian Jones,,0 days 00:08:37,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,False,False,2.0
Cameron Payne,,0 days 00:20:15,11.0,3.0,3.0,0.0,1.0,5.0,9.0,55.6,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,14.0,False,False,20.0
Cameron Johnson,,0 days 00:26:31,15.0,5.0,1.0,1.0,0.0,5.0,9.0,55.6,1.0,3.0,33.3,4.0,4.0,100.0,0.0,5.0,0.0,2.0,9.0,False,False,30.0
Jevon Carter,,0 days 00:14:53,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,-3.0,False,False,3.0
Jalen Smith,,0 days 00:16:13,4.0,3.0,1.0,0.0,1.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,6.0,False,False,11.0
Langston Galloway,,0 days 00:09:34,11.0,1.0,1.0,0.0,0.0,4.0,5.0,80.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,False,False,19.0
Ty-Shon Alexander,,,,,,,,,,,,,,,,,,,,,,True,False,
E'Twaun Moore,,,,,,,,,,,,,,,,,,,,,,True,False,
Dario Saric,,,,,,,,,,,,,,,,,,,,,,True,True,
