nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Bojan Bogdanovic,F,0 days 00:33:12,15.0,6.0,2.0,0.0,0.0,5.0,14.0,35.7,4.0,11.0,36.4,1.0,1.0,100.0,1.0,5.0,3.0,2.0,22.0,False,False,28.0
Royce O'Neale,F,0 days 00:28:04,0.0,7.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,6.0,False,False,7.0
Rudy Gobert,C,0 days 00:28:07,20.0,17.0,2.0,1.0,0.0,8.0,10.0,80.0,0.0,0.0,0.0,4.0,6.0,66.7,4.0,13.0,2.0,2.0,15.0,False,False,50.0
Donovan Mitchell,G,0 days 00:31:47,20.0,3.0,5.0,1.0,0.0,6.0,16.0,37.5,4.0,10.0,40.0,4.0,4.0,100.0,0.0,3.0,2.0,2.0,11.0,False,False,37.0
Mike Conley,G,0 days 00:30:34,18.0,3.0,2.0,0.0,0.0,6.0,15.0,40.0,4.0,7.0,57.1,2.0,3.0,66.7,0.0,3.0,2.0,3.0,14.0,False,False,28.0
Joe Ingles,,0 days 00:27:43,14.0,5.0,7.0,1.0,1.0,5.0,10.0,50.0,3.0,8.0,37.5,1.0,1.0,100.0,0.0,5.0,1.0,0.0,14.0,False,False,36.0
Derrick Favors,,0 days 00:16:17,10.0,7.0,3.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,5.0,False,False,25.0
Jordan Clarkson,,0 days 00:22:09,15.0,7.0,1.0,0.0,1.0,6.0,12.0,50.0,3.0,6.0,50.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,16.0,False,False,29.0
Georges Niang,,0 days 00:09:31,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,False,False,0.0
Miye Oni,,0 days 00:04:51,3.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,False,False,6.0
Shaquille Harrison,,0 days 00:03:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,False,False,0.0
Udoka Azubuike,,0 days 00:04:35,2.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False,4.0
Juwan Morgan,,0 days 00:03:09,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,False,False,1.0
Elijah Hughes,,0 days 00:03:09,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,1.0,0.0,0.0,-2.0,False,False,8.0
