nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Gordon Hayward,F,0 days 00:36:13,28.0,4.0,7.0,1.0,0.0,11.0,18.0,61.1,4.0,8.0,50.0,2.0,2.0,100.0,0.0,4.0,3.0,4.0,-2.0,False,False,51.0
P.J. Washington,F,0 days 00:21:23,4.0,2.0,2.0,0.0,1.0,1.0,5.0,20.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,1.0,-17.0,False,False,9.0
Cody Zeller,C,0 days 00:19:57,6.0,3.0,0.0,3.0,1.0,3.0,6.0,50.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,-10.0,False,False,15.0
Terry Rozier,G,0 days 00:38:31,42.0,3.0,2.0,2.0,1.0,15.0,23.0,65.2,10.0,16.0,62.5,2.0,4.0,50.0,1.0,2.0,3.0,5.0,-4.0,False,False,74.0
Devonte' Graham,G,0 days 00:37:07,10.0,3.0,10.0,0.0,0.0,4.0,13.0,30.8,2.0,9.0,22.2,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-7.0,False,False,25.0
Miles Bridges,,0 days 00:22:05,6.0,6.0,1.0,1.0,0.0,3.0,10.0,30.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,6.0,False,False,15.0
LaMelo Ball,,0 days 00:16:48,0.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,False,False,1.0
Bismack Biyombo,,0 days 00:24:21,11.0,4.0,0.0,0.0,1.0,5.0,5.0,100.0,0.0,0.0,0.0,1.0,5.0,20.0,1.0,3.0,2.0,1.0,0.0,False,False,24.0
Cody Martin,,0 days 00:21:01,5.0,5.0,4.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,100.0,1.0,4.0,0.0,1.0,2.0,False,False,16.0
Jalen McDaniels,,0 days 00:06:34,2.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-5.0,False,False,3.0
Vernon Carey Jr.,,,,,,,,,,,,,,,,,,,,,,True,False,
Caleb Martin,,,,,,,,,,,,,,,,,,,,,,True,False,
Malik Monk,,,,,,,,,,,,,,,,,,,,,,True,False,
Nick Richards,,,,,,,,,,,,,,,,,,,,,,True,False,
