nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Jerami Grant,0 days 00:42:31,9.0,14.0,64.3,4.0,8.0,50.0,6.0,8.0,75.0,1.0,9.0,10.0,2.0,0.0,3.0,1.0,4.0,28.0,2.0,False,False,jeramigrant,62.0
Blake Griffin,0 days 00:44:20,9.0,21.0,42.9,8.0,16.0,50.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,3.0,0.0,3.0,1.0,26.0,-16.0,False,False,blakegriffin,49.0
Mason Plumlee,0 days 00:32:47,3.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,5.0,3.0,0.0,3.0,6.0,6.0,-2.0,False,False,masonplumlee,21.0
Delon Wright,0 days 00:42:12,5.0,9.0,55.6,2.0,3.0,66.7,7.0,9.0,77.8,3.0,3.0,6.0,4.0,0.0,1.0,1.0,0.0,19.0,-23.0,False,False,delonwright,42.0
Killian Hayes,0 days 00:19:30,1.0,7.0,14.3,0.0,3.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,-5.0,False,False,killianhayes,6.0
Derrick Rose,0 days 00:33:07,4.0,15.0,26.7,1.0,2.0,50.0,4.0,6.0,66.7,1.0,3.0,4.0,4.0,0.0,0.0,6.0,1.0,13.0,-3.0,False,False,derrickrose,16.0
Jahlil Okafor,0 days 00:18:27,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,False,False,jahlilokafor,12.0
Svi Mykhailiuk,0 days 00:23:34,4.0,9.0,44.4,1.0,6.0,16.7,3.0,3.0,100.0,0.0,3.0,3.0,2.0,2.0,0.0,3.0,2.0,12.0,3.0,False,False,svimykhailiuk,24.0
Josh Jackson,0 days 00:18:42,2.0,6.0,33.3,0.0,3.0,0.0,2.0,2.0,100.0,0.0,8.0,8.0,1.0,1.0,1.0,3.0,0.0,6.0,9.0,False,False,joshjackson,17.0
Sekou Doumbouya,0 days 00:08:49,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,False,False,sekoudoumbouya,-2.0
Saddiq Bey,0 days 00:06:01,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,False,False,saddiqbey,4.0
Wayne Ellington,,,,,,,,,,,,,,,,,,,,,True,False,wayneellington,
Rodney McGruder,,,,,,,,,,,,,,,,,,,,,True,False,rodneymcgruder,
Deividas Sirvydis,,,,,,,,,,,,,,,,,,,,,True,False,deividassirvydis,
Isaiah Stewart,,,,,,,,,,,,,,,,,,,,,True,False,isaiahstewart,
