nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Derrick Jones Jr.,F,0 days 00:36:23,6.0,6.0,1.0,1.0,1.0,2.0,4.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,2.0,4.0,0.0,5.0,5.0,False,False,19.0
Robert Covington,F,0 days 00:38:28,9.0,8.0,0.0,2.0,0.0,3.0,7.0,42.9,1.0,4.0,25.0,2.0,2.0,100.0,1.0,7.0,2.0,3.0,16.0,False,False,22.0
Jusuf Nurkic,C,0 days 00:35:45,12.0,11.0,6.0,0.0,1.0,5.0,11.0,45.5,0.0,2.0,0.0,2.0,6.0,33.3,3.0,8.0,3.0,3.0,10.0,False,False,34.0
CJ McCollum,G,0 days 00:44:50,44.0,3.0,8.0,1.0,0.0,17.0,30.0,56.7,9.0,16.0,56.3,1.0,2.0,50.0,0.0,3.0,0.0,1.0,8.0,False,False,78.0
Damian Lillard,G,0 days 00:41:21,32.0,5.0,9.0,1.0,0.0,11.0,28.0,39.3,5.0,13.0,38.5,5.0,5.0,100.0,1.0,4.0,5.0,1.0,9.0,False,False,54.0
Carmelo Anthony,,0 days 00:20:26,5.0,1.0,2.0,2.0,0.0,2.0,9.0,22.2,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-16.0,False,False,7.0
Rodney Hood,,0 days 00:16:45,3.0,0.0,1.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,False,False,7.0
Enes Kanter,,0 days 00:18:15,10.0,9.0,0.0,0.0,1.0,4.0,5.0,80.0,0.0,0.0,0.0,2.0,2.0,100.0,4.0,5.0,2.0,2.0,-8.0,False,False,23.0
Gary Trent Jr.,,0 days 00:06:55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-8.0,False,False,1.0
Anfernee Simons,,0 days 00:10:51,7.0,1.0,0.0,1.0,2.0,2.0,5.0,40.0,2.0,5.0,40.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,-5.0,False,False,17.0
Keljin Blevins,,,,,,,,,,,,,,,,,,,,,,True,False,
CJ Elleby,,,,,,,,,,,,,,,,,,,,,,True,False,
Harry Giles III,,,,,,,,,,,,,,,,,,,,,,True,False,
