nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
OG Anunoby,F,0 days 00:36:44,10.0,6.0,1.0,2.0,1.0,3.0,6.0,50.0,2.0,5.0,40.0,2.0,4.0,50.0,1.0,5.0,0.0,2.0,2.0,False,False,29.0
Pascal Siakam,F,0 days 00:43:02,16.0,15.0,8.0,1.0,1.0,6.0,16.0,37.5,0.0,5.0,0.0,4.0,4.0,100.0,2.0,13.0,5.0,5.0,-4.0,False,False,41.0
Aron Baynes,C,0 days 00:20:44,13.0,7.0,1.0,0.0,0.0,6.0,11.0,54.5,1.0,4.0,25.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,4.0,False,False,25.0
Fred VanVleet,G,0 days 00:35:27,27.0,3.0,9.0,1.0,0.0,10.0,20.0,50.0,5.0,12.0,41.7,2.0,3.0,66.7,0.0,3.0,1.0,1.0,-2.0,False,False,54.0
Kyle Lowry,G,0 days 00:35:28,16.0,0.0,10.0,2.0,0.0,6.0,15.0,40.0,2.0,6.0,33.3,2.0,2.0,100.0,0.0,0.0,2.0,5.0,3.0,False,False,31.0
Chris Boucher,,0 days 00:28:15,22.0,10.0,1.0,0.0,7.0,9.0,13.0,69.2,3.0,4.0,75.0,1.0,2.0,50.0,4.0,6.0,0.0,4.0,-9.0,False,False,51.0
Matt Thomas,,0 days 00:19:51,8.0,3.0,1.0,0.0,0.0,3.0,8.0,37.5,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,-10.0,False,False,14.0
Norman Powell,,0 days 00:18:54,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,False,False,-1.0
DeAndre' Bembry,,0 days 00:06:33,2.0,1.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-7.0,False,False,2.0
Terence Davis,,,,,,,,,,,,,,,,,,,,,,True,False,
Malachi Flynn,,,,,,,,,,,,,,,,,,,,,,True,False,
Stanley Johnson,,,,,,,,,,,,,,,,,,,,,,True,False,
Alex Len,,,,,,,,,,,,,,,,,,,,,,True,False,
Yuta Watanabe,,,,,,,,,,,,,,,,,,,,,,True,False,
Paul Watson,,,,,,,,,,,,,,,,,,,,,,True,False,
