nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Jerami Grant,F,0 days 00:43:31,28.0,10.0,2.0,0.0,3.0,9.0,14.0,64.3,4.0,8.0,50.0,6.0,8.0,75.0,1.0,9.0,1.0,4.0,2.0,False,False,62.0
Blake Griffin,F,0 days 00:44:20,26.0,6.0,4.0,3.0,0.0,9.0,21.0,42.9,8.0,16.0,50.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,-16.0,False,False,49.0
Mason Plumlee,C,0 days 00:33:47,6.0,9.0,5.0,3.0,0.0,3.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,6.0,-2.0,False,False,21.0
Delon Wright,G,0 days 00:42:12,19.0,6.0,4.0,0.0,1.0,5.0,9.0,55.6,2.0,3.0,66.7,7.0,9.0,77.8,3.0,3.0,1.0,0.0,-23.0,False,False,42.0
Killian Hayes,G,0 days 00:20:30,3.0,3.0,2.0,0.0,0.0,1.0,7.0,14.3,0.0,3.0,0.0,1.0,2.0,50.0,0.0,3.0,2.0,2.0,-5.0,False,False,6.0
Derrick Rose,,0 days 00:33:07,13.0,4.0,4.0,0.0,0.0,4.0,15.0,26.7,1.0,2.0,50.0,4.0,6.0,66.7,1.0,3.0,6.0,1.0,-3.0,False,False,16.0
Jahlil Okafor,,0 days 00:18:27,6.0,4.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,9.0,False,False,12.0
Svi Mykhailiuk,,0 days 00:24:34,12.0,3.0,2.0,2.0,0.0,4.0,9.0,44.4,1.0,6.0,16.7,3.0,3.0,100.0,0.0,3.0,3.0,2.0,3.0,False,False,24.0
Josh Jackson,,0 days 00:19:42,6.0,8.0,1.0,1.0,1.0,2.0,6.0,33.3,0.0,3.0,0.0,2.0,2.0,100.0,0.0,8.0,3.0,0.0,9.0,False,False,17.0
Sekou Doumbouya,,0 days 00:09:48,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-18.0,False,False,-2.0
Saddiq Bey,,0 days 00:06:01,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,-1.0,False,False,4.0
Wayne Ellington,,,,,,,,,,,,,,,,,,,,,,True,False,
Rodney McGruder,,,,,,,,,,,,,,,,,,,,,,True,False,
Deividas Sirvydis,,,,,,,,,,,,,,,,,,,,,,True,False,
Isaiah Stewart,,,,,,,,,,,,,,,,,,,,,,True,False,
