nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Isaac Bonga,F,0 days 00:20:00,10.0,0.0,2.0,0.0,2.0,4.0,5.0,80.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-2.0,False,False,19.0
Deni Avdija,F,0 days 00:15:40,5.0,3.0,2.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,-7.0,False,False,14.0
Thomas Bryant,C,0 days 00:30:04,19.0,5.0,1.0,0.0,0.0,8.0,11.0,72.7,3.0,5.0,60.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,-3.0,False,False,35.0
Bradley Beal,G,0 days 00:37:14,39.0,7.0,5.0,2.0,0.0,14.0,24.0,58.3,2.0,5.0,40.0,9.0,13.0,69.2,2.0,5.0,4.0,2.0,-9.0,False,False,71.0
Russell Westbrook,G,0 days 00:36:59,15.0,15.0,12.0,2.0,0.0,6.0,19.0,31.6,0.0,4.0,0.0,3.0,4.0,75.0,2.0,13.0,5.0,3.0,2.0,False,False,40.0
Troy Brown Jr.,,0 days 00:13:14,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,False,False,1.0
Ish Smith,,0 days 00:22:19,8.0,4.0,3.0,0.0,0.0,4.0,9.0,44.4,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,-12.0,False,False,17.0
Davis Bertans,,0 days 00:20:46,9.0,1.0,1.0,1.0,0.0,3.0,11.0,27.3,2.0,10.0,20.0,1.0,3.0,33.3,1.0,0.0,0.0,1.0,-1.0,False,False,20.0
Robin Lopez,,0 days 00:18:56,4.0,3.0,0.0,0.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,2.0,0.0,1.0,-7.0,False,False,12.0
Raul Neto,,0 days 00:09:09,11.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-9.0,False,False,17.0
Jerome Robinson,,0 days 00:20:39,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,-5.0,False,False,1.0
Anthony Gill,,,,,,,,,,,,,,,,,,,,,,True,False,
Anzejs Pasecniks,,,,,,,,,,,,,,,,,,,,,,True,False,
Moritz Wagner,,,,,,,,,,,,,,,,,,,,,,True,False,
