nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Keldon Johnson,F,0 days 00:28:27,12.0,9.0,0.0,1.0,1.0,5.0,15.0,33.3,0.0,2.0,0.0,2.0,2.0,100.0,2.0,7.0,2.0,2.0,-10.0,False,False,20.0
DeMar DeRozan,F,0 days 00:36:26,27.0,5.0,8.0,2.0,0.0,10.0,17.0,58.8,3.0,4.0,75.0,4.0,5.0,80.0,1.0,4.0,2.0,2.0,7.0,False,False,52.0
LaMarcus Aldridge,C,0 days 00:29:43,12.0,6.0,4.0,0.0,1.0,5.0,14.0,35.7,1.0,5.0,20.0,1.0,2.0,50.0,1.0,5.0,0.0,2.0,-9.0,False,False,26.0
Lonnie Walker IV,G,0 days 00:25:53,14.0,4.0,2.0,0.0,0.0,6.0,14.0,42.9,2.0,8.0,25.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,-13.0,False,False,25.0
Dejounte Murray,G,0 days 00:30:59,11.0,10.0,10.0,0.0,0.0,5.0,15.0,33.3,0.0,3.0,0.0,1.0,1.0,100.0,2.0,8.0,2.0,3.0,-5.0,False,False,28.0
Patty Mills,,0 days 00:30:38,21.0,1.0,3.0,0.0,0.0,8.0,9.0,88.9,5.0,6.0,83.3,0.0,0.0,0.0,1.0,0.0,1.0,2.0,12.0,False,False,37.0
Rudy Gay,,0 days 00:27:05,8.0,5.0,2.0,0.0,0.0,2.0,6.0,33.3,1.0,4.0,25.0,3.0,4.0,75.0,1.0,4.0,3.0,3.0,21.0,False,False,18.0
Jakob Poeltl,,0 days 00:19:47,4.0,7.0,5.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,10.0,False,False,15.0
Devin Vassell,,0 days 00:12:53,7.0,5.0,1.0,1.0,1.0,3.0,5.0,60.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,14.0,False,False,15.0
Trey Lyles,,0 days 00:04:08,3.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,False,False,7.0
Keita Bates-Diop,,,,,,,,,,,,,,,,,,,,,,True,False,
Drew Eubanks,,,,,,,,,,,,,,,,,,,,,,True,False,
Tre Jones,,,,,,,,,,,,,,,,,,,,,,True,False,
Luka Samanic,,,,,,,,,,,,,,,,,,,,,,True,False,
