nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Aaron Holiday,F,0 days 00:28:35,7.0,0.0,3.0,0.0,0.0,3.0,8.0,37.5,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-6.0,False,False,12.0
Domantas Sabonis,F,0 days 00:38:08,22.0,12.0,4.0,0.0,1.0,9.0,14.0,64.3,0.0,0.0,0.0,4.0,6.0,66.7,3.0,9.0,5.0,4.0,4.0,False,False,44.0
Myles Turner,C,0 days 00:32:47,2.0,5.0,2.0,2.0,8.0,1.0,6.0,16.7,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,-3.0,False,False,17.0
Victor Oladipo,G,0 days 00:36:55,18.0,9.0,2.0,1.0,0.0,6.0,20.0,30.0,1.0,7.0,14.3,5.0,8.0,62.5,0.0,9.0,2.0,4.0,-10.0,False,False,35.0
Malcolm Brogdon,G,0 days 00:39:07,35.0,2.0,7.0,3.0,0.0,13.0,25.0,52.0,4.0,6.0,66.7,5.0,5.0,100.0,1.0,1.0,1.0,3.0,-1.0,False,False,58.0
Justin Holiday,,0 days 00:32:57,20.0,5.0,0.0,1.0,0.0,6.0,9.0,66.7,3.0,4.0,75.0,5.0,5.0,100.0,2.0,3.0,1.0,0.0,22.0,False,False,37.0
T.J. McConnell,,0 days 00:19:02,4.0,3.0,3.0,3.0,0.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,16.0,False,False,12.0
Doug McDermott,,0 days 00:16:29,6.0,2.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,13.0,False,False,12.0
Kelan Martin,,,,,,,,,,,,,,,,,,,,,,True,False,
JaKarr Sampson,,,,,,,,,,,,,,,,,,,,,,True,False,
Cassius Stanley,,,,,,,,,,,,,,,,,,,,,,True,False,
Edmond Sumner,,,,,,,,,,,,,,,,,,,,,,True,False,
