nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Patrick Williams,F,0 days 00:22:11,9.0,2.0,1.0,1.0,0.0,3.0,6.0,50.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,1.0,0.0,5.0,2.0,False,False,17.0
Otto Porter Jr.,F,0 days 00:26:23,3.0,6.0,3.0,0.0,0.0,1.0,8.0,12.5,1.0,5.0,20.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,-14.0,False,False,11.0
Wendell Carter Jr.,C,0 days 00:30:57,11.0,17.0,4.0,0.0,0.0,4.0,9.0,44.4,0.0,0.0,0.0,3.0,4.0,75.0,6.0,11.0,1.0,1.0,2.0,False,False,34.0
Zach LaVine,G,0 days 00:36:23,32.0,7.0,3.0,0.0,1.0,13.0,24.0,54.2,3.0,11.0,27.3,3.0,5.0,60.0,0.0,7.0,6.0,3.0,-4.0,False,False,55.0
Coby White,G,0 days 00:40:38,36.0,3.0,7.0,0.0,0.0,15.0,23.0,65.2,4.0,9.0,44.4,2.0,2.0,100.0,0.0,3.0,0.0,1.0,-5.0,False,False,64.0
Garrett Temple,,0 days 00:33:35,11.0,2.0,4.0,0.0,0.0,3.0,6.0,50.0,3.0,5.0,60.0,2.0,2.0,100.0,2.0,0.0,4.0,3.0,-8.0,False,False,20.0
Thaddeus Young,,0 days 00:21:45,8.0,2.0,0.0,0.0,0.0,4.0,5.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,-2.0,False,False,11.0
Daniel Gafford,,0 days 00:11:54,4.0,0.0,0.0,0.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,False,False,7.0
Denzel Valentine,,0 days 00:21:14,10.0,4.0,5.0,2.0,0.0,4.0,10.0,40.0,2.0,7.0,28.6,0.0,0.0,0.0,0.0,4.0,0.0,2.0,10.0,False,False,26.0
Devon Dotson,,,,,,,,,,,,,,,,,,,,,,True,False,
Cristiano Felicio,,,,,,,,,,,,,,,,,,,,,,True,False,
Luke Kornet,,,,,,,,,,,,,,,,,,,,,,True,False,
Adam Mokoka,,,,,,,,,,,,,,,,,,,,,,True,False,
