nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Bojan Bogdanovic,F,0 days 00:29:40,6.0,4.0,1.0,0.0,0.0,2.0,10.0,20.0,1.0,7.0,14.3,1.0,2.0,50.0,1.0,3.0,2.0,2.0,-16.0,False,False,12.0
Royce O'Neale,F,0 days 00:33:15,8.0,9.0,0.0,2.0,0.0,3.0,6.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,2.0,7.0,1.0,2.0,-11.0,False,False,23.0
Rudy Gobert,C,0 days 00:35:59,14.0,11.0,2.0,0.0,5.0,7.0,9.0,77.8,0.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,0.0,1.0,-18.0,False,False,40.0
Mike Conley,G,0 days 00:29:04,9.0,4.0,6.0,1.0,0.0,3.0,14.0,21.4,0.0,6.0,0.0,3.0,4.0,75.0,1.0,3.0,3.0,2.0,-12.0,False,False,19.0
Donovan Mitchell,G,0 days 00:36:17,18.0,4.0,4.0,1.0,0.0,8.0,23.0,34.8,2.0,10.0,20.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,-20.0,False,False,26.0
Joe Ingles,,0 days 00:28:16,16.0,2.0,3.0,0.0,0.0,6.0,13.0,46.2,4.0,9.0,44.4,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,False,False,25.0
Jordan Clarkson,,0 days 00:25:44,19.0,3.0,2.0,1.0,0.0,7.0,12.0,58.3,3.0,5.0,60.0,2.0,2.0,100.0,0.0,3.0,0.0,4.0,2.0,False,False,34.0
Derrick Favors,,0 days 00:13:00,4.0,3.0,1.0,0.0,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,6.0,False,False,14.0
Georges Niang,,0 days 00:12:42,6.0,2.0,1.0,0.0,0.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,False,False,13.0
Udoka Azubuike,,,,,,,,,,,,,,,,,,,,,,True,False,
Trent Forrest,,,,,,,,,,,,,,,,,,,,,,True,False,
Shaquille Harrison,,,,,,,,,,,,,,,,,,,,,,True,False,
Elijah Hughes,,,,,,,,,,,,,,,,,,,,,,True,False,
Miye Oni,,,,,,,,,,,,,,,,,,,,,,True,False,
