nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Danny Green,F,0 days 00:30:18,15.0,3.0,5.0,2.0,0.0,5.0,10.0,50.0,5.0,8.0,62.5,0.0,0.0,0.0,1.0,2.0,1.0,3.0,14.0,False,False,32.0
Tobias Harris,F,0 days 00:41:37,19.0,7.0,3.0,0.0,0.0,8.0,16.0,50.0,3.0,7.0,42.9,0.0,2.0,0.0,0.0,7.0,2.0,2.0,7.0,False,False,36.0
Joel Embiid,C,0 days 00:37:36,38.0,8.0,5.0,3.0,3.0,11.0,20.0,55.0,3.0,4.0,75.0,13.0,13.0,100.0,0.0,8.0,5.0,1.0,14.0,False,False,71.0
Seth Curry,G,0 days 00:36:17,28.0,5.0,3.0,0.0,0.0,11.0,14.0,78.6,6.0,7.0,85.7,0.0,0.0,0.0,0.0,5.0,1.0,1.0,16.0,False,False,50.0
Ben Simmons,G,0 days 00:36:43,17.0,6.0,12.0,2.0,0.0,7.0,9.0,77.8,0.0,0.0,0.0,3.0,6.0,50.0,0.0,6.0,3.0,5.0,6.0,False,False,45.0
Shake Milton,,0 days 00:20:59,19.0,0.0,3.0,1.0,0.0,6.0,9.0,66.7,1.0,3.0,33.3,6.0,8.0,75.0,0.0,0.0,4.0,3.0,-5.0,False,False,33.0
Matisse Thybulle,,0 days 00:18:47,2.0,0.0,1.0,1.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-9.0,False,False,5.0
Tyrese Maxey,,0 days 00:11:59,2.0,2.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-9.0,False,False,6.0
Dwight Howard,,0 days 00:11:24,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,4.0,0.0,2.0,-9.0,False,False,11.0
Terrance Ferguson,,0 days 00:00:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0
Tony Bradley,,,,,,,,,,,,,,,,,,,,,,True,False,
Isaiah Joe,,,,,,,,,,,,,,,,,,,,,,True,False,
Dakota Mathias,,,,,,,,,,,,,,,,,,,,,,True,False,
Vincent Poirier,,,,,,,,,,,,,,,,,,,,,,True,False,
Paul Reed,,,,,,,,,,,,,,,,,,,,,,True,False,
