nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Jimmy Butler,F,0 days 00:33:08,26.0,8.0,3.0,0.0,3.0,9.0,19.0,47.4,0.0,3.0,0.0,8.0,9.0,88.9,2.0,6.0,1.0,0.0,8.0,False,False,50.0
Kelly Olynyk,F,0 days 00:21:12,11.0,5.0,0.0,0.0,0.0,4.0,7.0,57.1,3.0,6.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,False,False,23.0
Bam Adebayo,C,0 days 00:34:45,15.0,8.0,10.0,0.0,2.0,5.0,10.0,50.0,0.0,0.0,0.0,5.0,6.0,83.3,1.0,7.0,2.0,2.0,-9.0,False,False,39.0
Duncan Robinson,G,0 days 00:31:09,16.0,6.0,2.0,1.0,0.0,5.0,11.0,45.5,5.0,11.0,45.5,1.0,1.0,100.0,0.0,6.0,0.0,2.0,12.0,False,False,36.0
Tyler Herro,G,0 days 00:34:07,8.0,7.0,1.0,0.0,0.0,2.0,8.0,25.0,1.0,5.0,20.0,3.0,5.0,60.0,0.0,7.0,2.0,1.0,2.0,False,False,20.0
Goran Dragic,,0 days 00:28:16,14.0,0.0,2.0,0.0,0.0,5.0,12.0,41.7,1.0,5.0,20.0,3.0,3.0,100.0,0.0,0.0,2.0,3.0,-8.0,False,False,20.0
Precious Achiuwa,,0 days 00:14:14,6.0,5.0,3.0,0.0,1.0,2.0,5.0,40.0,0.0,0.0,0.0,2.0,2.0,100.0,3.0,2.0,1.0,1.0,7.0,False,False,15.0
Avery Bradley,,0 days 00:24:34,0.0,2.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-3.0,False,False,5.0
Andre Iguodala,,0 days 00:21:34,9.0,1.0,1.0,0.0,0.0,3.0,5.0,60.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-21.0,False,False,17.0
Udonis Haslem,,,,,,,,,,,,,,,,,,,,,,True,False,
Meyers Leonard,,,,,,,,,,,,,,,,,,,,,,True,False,
Kendrick Nunn,,,,,,,,,,,,,,,,,,,,,,True,False,
KZ Okpala,,,,,,,,,,,,,,,,,,,,,,True,False,
Chris Silva,,,,,,,,,,,,,,,,,,,,,,True,False,
Gabe Vincent,,,,,,,,,,,,,,,,,,,,,,True,False,
