nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Dorian Finney-Smith,0 days 00:36:31,5.0,12.0,41.7,4.0,8.0,50.0,0.0,0.0,0.0,3.0,5.0,8.0,2.0,3.0,2.0,0.0,4.0,14.0,-1.0,False,False,dorianfinneysmith,35.0
Maxi Kleber,0 days 00:36:00,3.0,7.0,42.9,3.0,5.0,60.0,0.0,0.0,0.0,1.0,7.0,8.0,3.0,0.0,2.0,1.0,0.0,9.0,15.0,False,False,maxikleber,25.0
Willie Cauley-Stein,0 days 00:26:16,1.0,1.0,100.0,0.0,0.0,0.0,3.0,4.0,75.0,2.0,7.0,9.0,1.0,0.0,1.0,0.0,4.0,5.0,4.0,False,False,williecauleystein,21.0
Josh Richardson,0 days 00:41:16,5.0,15.0,33.3,2.0,7.0,28.6,2.0,2.0,100.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,14.0,1.0,False,False,joshrichardson,21.0
Luka Doncic,0 days 00:43:16,13.0,22.0,59.1,2.0,7.0,28.6,10.0,15.0,66.7,0.0,9.0,9.0,13.0,5.0,1.0,8.0,0.0,38.0,14.0,False,False,lukadoncic,84.0
Boban Marjanovic,0 days 00:16:11,5.0,7.0,71.4,0.0,0.0,0.0,2.0,2.0,100.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,False,False,bobanmarjanovic,20.0
Tim Hardaway Jr.,0 days 00:24:36,3.0,11.0,27.3,3.0,8.0,37.5,2.0,3.0,66.7,0.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,11.0,3.0,False,False,timhardawayjr,25.0
Jalen Brunson,0 days 00:18:39,2.0,5.0,40.0,1.0,3.0,33.3,2.0,2.0,100.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,7.0,8.0,False,False,jalenbrunson,14.0
James Johnson,0 days 00:09:15,3.0,5.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,-8.0,False,False,jamesjohnson,10.0
Josh Green,0 days 00:02:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,False,False,joshgreen,1.0
Dwight Powell,0 days 00:10:27,2.0,2.0,100.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,False,False,dwightpowell,13.0
Nate Hinton,,,,,,,,,,,,,,,,,,,,,True,False,natehinton,
Wes Iwundu,,,,,,,,,,,,,,,,,,,,,True,False,wesiwundu,
Tyrell Terry,,,,,,,,,,,,,,,,,,,,,True,False,tyrellterry,
