nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Khris Middleton,F,0 days 00:25:15,25.0,4.0,5.0,2.0,0.0,10.0,13.0,76.9,4.0,5.0,80.0,1.0,1.0,100.0,2.0,2.0,5.0,3.0,28.0,False,False,44.0
Giannis Antetokounmpo,F,0 days 00:24:14,9.0,6.0,6.0,3.0,0.0,3.0,9.0,33.3,0.0,2.0,0.0,3.0,5.0,60.0,0.0,6.0,2.0,2.0,23.0,False,False,26.0
Brook Lopez,C,0 days 00:18:11,14.0,2.0,0.0,0.0,0.0,4.0,5.0,80.0,3.0,4.0,75.0,3.0,3.0,100.0,0.0,2.0,1.0,1.0,22.0,False,False,25.0
Donte DiVincenzo,G,0 days 00:19:16,17.0,1.0,2.0,2.0,0.0,6.0,8.0,75.0,5.0,6.0,83.3,0.0,0.0,0.0,0.0,1.0,1.0,2.0,28.0,False,False,31.0
Jrue Holiday,G,0 days 00:26:09,24.0,3.0,7.0,3.0,1.0,9.0,15.0,60.0,6.0,10.0,60.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,27.0,False,False,51.0
Bobby Portis,,0 days 00:26:19,11.0,9.0,1.0,1.0,0.0,4.0,10.0,40.0,1.0,3.0,33.3,2.0,2.0,100.0,3.0,6.0,2.0,4.0,27.0,False,False,23.0
D.J. Augustin,,0 days 00:21:44,10.0,4.0,2.0,0.0,0.0,3.0,5.0,60.0,2.0,4.0,50.0,2.0,2.0,100.0,3.0,1.0,1.0,0.0,21.0,False,False,22.0
Pat Connaughton,,0 days 00:12:13,3.0,2.0,3.0,1.0,1.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,False,False,11.0
Thanasis Antetokounmpo,,0 days 00:20:59,5.0,5.0,4.0,1.0,0.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,23.0,False,False,14.0
Bryn Forbes,,0 days 00:18:38,12.0,2.0,1.0,0.0,0.0,5.0,8.0,62.5,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,9.0,False,False,21.0
Jordan Nwora,,0 days 00:12:48,8.0,2.0,0.0,1.0,0.0,2.0,7.0,28.6,2.0,3.0,66.7,2.0,2.0,100.0,0.0,2.0,0.0,2.0,5.0,False,False,13.0
D.J. Wilson,,0 days 00:09:23,3.0,3.0,0.0,0.0,0.0,1.0,5.0,20.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,4.0,False,False,7.0
Sam Merrill,,0 days 00:09:48,3.0,2.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,False,False,8.0
