nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Cedi Osman,F,0 days 00:29:51,6.0,1.0,3.0,0.0,0.0,2.0,12.0,16.7,0.0,5.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,2.0,-14.0,False,False,8.0
Larry Nance Jr.,F,0 days 00:43:34,9.0,6.0,3.0,4.0,2.0,4.0,11.0,36.4,1.0,6.0,16.7,0.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,False,False,26.0
Andre Drummond,C,0 days 00:33:28,18.0,17.0,2.0,3.0,6.0,7.0,13.0,53.8,0.0,1.0,0.0,4.0,10.0,40.0,5.0,12.0,4.0,5.0,-5.0,False,False,54.0
Collin Sexton,G,0 days 00:41:35,20.0,2.0,4.0,1.0,0.0,6.0,17.0,35.3,1.0,4.0,25.0,7.0,8.0,87.5,1.0,1.0,2.0,2.0,-7.0,False,False,32.0
Darius Garland,G,0 days 00:37:02,17.0,5.0,6.0,2.0,0.0,6.0,18.0,33.3,3.0,8.0,37.5,2.0,2.0,100.0,1.0,4.0,1.0,4.0,-5.0,False,False,33.0
Dante Exum,,0 days 00:16:13,0.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-5.0,False,False,2.0
JaVale McGee,,0 days 00:16:17,11.0,9.0,0.0,1.0,1.0,5.0,7.0,71.4,1.0,1.0,100.0,0.0,0.0,0.0,5.0,4.0,2.0,1.0,-5.0,False,False,24.0
Dean Wade,,0 days 00:03:32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-5.0,False,False,0.0
Damyean Dotson,,0 days 00:22:27,5.0,2.0,2.0,0.0,0.0,2.0,5.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,False,12.0
Marques Bolden,,,,,,,,,,,,,,,,,,,,,,True,False,
Thon Maker,,,,,,,,,,,,,,,,,,,,,,True,False,
Lamar Stevens,,,,,,,,,,,,,,,,,,,,,,True,False,
