nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Paul George,F,0 days 00:29:31,18.0,6.0,5.0,0.0,2.0,6.0,12.0,50.0,4.0,6.0,66.7,2.0,2.0,100.0,0.0,6.0,4.0,3.0,16.0,False,False,35.0
Nicolas Batum,F,0 days 00:24:42,7.0,5.0,3.0,1.0,0.0,2.0,6.0,33.3,1.0,4.0,25.0,2.0,2.0,100.0,0.0,5.0,1.0,3.0,20.0,False,False,19.0
Serge Ibaka,C,0 days 00:22:39,16.0,8.0,4.0,0.0,2.0,7.0,12.0,58.3,0.0,2.0,0.0,2.0,2.0,100.0,0.0,8.0,1.0,1.0,16.0,False,False,35.0
Luke Kennard,G,0 days 00:28:29,15.0,3.0,4.0,0.0,0.0,6.0,9.0,66.7,3.0,4.0,75.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,15.0,False,False,27.0
Patrick Beverley,G,0 days 00:22:57,12.0,3.0,1.0,1.0,0.0,4.0,7.0,57.1,4.0,5.0,80.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,13.0,False,False,22.0
Lou Williams,,0 days 00:20:10,20.0,3.0,5.0,0.0,0.0,7.0,11.0,63.6,1.0,2.0,50.0,5.0,6.0,83.3,1.0,2.0,1.0,0.0,26.0,False,False,38.0
Ivica Zubac,,0 days 00:19:30,12.0,4.0,1.0,0.0,3.0,5.0,7.0,71.4,0.0,0.0,0.0,2.0,2.0,100.0,2.0,2.0,0.0,0.0,12.0,False,False,25.0
Reggie Jackson,,0 days 00:26:03,11.0,4.0,4.0,4.0,1.0,4.0,9.0,44.4,2.0,4.0,50.0,1.0,2.0,50.0,1.0,3.0,0.0,2.0,10.0,False,False,29.0
Terance Mann,,0 days 00:25:50,4.0,4.0,3.0,0.0,1.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,False,False,9.0
Amir Coffey,,0 days 00:11:21,5.0,1.0,1.0,0.0,0.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.0,False,False,10.0
Mfiondu Kabengele,,0 days 00:08:51,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,-5.0,False,False,-2.0
Daniel Oturu,,0 days 00:07:56,4.0,3.0,1.0,0.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-5.0,False,False,11.0
Patrick Patterson,,,,,,,,,,,,,,,,,,,,,,True,False,
Kawhi Leonard,,,,,,,,,,,,,,,,,,,,,,True,True,
