nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Darius Bazley,F,0 days 00:29:31,6.0,6.0,2.0,0.0,2.0,3.0,14.0,21.4,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,-9.0,False,False,10.0
Justin Jackson,F,0 days 00:29:10,8.0,2.0,3.0,0.0,0.0,3.0,6.0,50.0,0.0,3.0,0.0,2.0,2.0,100.0,0.0,2.0,4.0,0.0,-10.0,False,False,14.0
Isaiah Roby,C,0 days 00:28:06,19.0,7.0,0.0,1.0,2.0,9.0,12.0,75.0,1.0,2.0,50.0,0.0,3.0,0.0,4.0,3.0,1.0,4.0,-13.0,False,False,39.0
Luguentz Dort,G,0 days 00:29:58,15.0,4.0,0.0,0.0,0.0,6.0,14.0,42.9,3.0,8.0,37.5,0.0,2.0,0.0,1.0,3.0,0.0,2.0,-13.0,False,False,27.0
Shai Gilgeous-Alexander,G,0 days 00:33:20,23.0,7.0,7.0,0.0,0.0,8.0,10.0,80.0,3.0,3.0,100.0,4.0,5.0,80.0,0.0,7.0,5.0,1.0,-8.0,False,False,46.0
Hamidou Diallo,,0 days 00:22:59,13.0,8.0,0.0,2.0,1.0,6.0,9.0,66.7,0.0,0.0,0.0,1.0,2.0,50.0,2.0,6.0,3.0,3.0,-1.0,False,False,26.0
Theo Maledon,,0 days 00:20:11,7.0,1.0,3.0,0.0,0.0,2.0,6.0,33.3,1.0,5.0,20.0,2.0,4.0,50.0,0.0,1.0,2.0,2.0,-5.0,False,False,16.0
Aleksej Pokusevski,,0 days 00:19:29,2.0,6.0,3.0,0.0,2.0,1.0,8.0,12.5,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,-2.0,False,False,10.0
Mike Muscala,,0 days 00:20:54,14.0,5.0,2.0,0.0,0.0,5.0,6.0,83.3,3.0,4.0,75.0,1.0,1.0,100.0,0.0,5.0,1.0,3.0,2.0,False,False,29.0
Kenrich Williams,,0 days 00:10:34,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,False,False,0.0
Josh Hall,,0 days 00:01:47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,False,False,-1.0
Moses Brown,,,,,,,,,,,,,,,,,,,,,,True,False,
Darius Miller,,,,,,,,,,,,,,,,,,,,,,True,False,
