nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Michael Porter Jr.,F,0 days 00:40:19,30.0,10.0,1.0,0.0,2.0,12.0,18.0,66.7,4.0,7.0,57.1,2.0,2.0,100.0,4.0,6.0,0.0,4.0,-9.0,False,False,58.0
Paul Millsap,F,0 days 00:28:55,5.0,4.0,2.0,0.0,0.0,1.0,4.0,25.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,4.0,1.0,0.0,5.0,False,False,13.0
Nikola Jokic,C,0 days 00:39:32,26.0,10.0,12.0,2.0,0.0,9.0,14.0,64.3,1.0,3.0,33.3,7.0,7.0,100.0,1.0,9.0,10.0,4.0,1.0,False,False,54.0
Gary Harris,G,0 days 00:31:25,11.0,1.0,0.0,1.0,0.0,5.0,11.0,45.5,1.0,5.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,16.0
Monte Morris,G,0 days 00:37:47,24.0,1.0,4.0,2.0,1.0,10.0,15.0,66.7,2.0,6.0,33.3,2.0,2.0,100.0,0.0,1.0,1.0,2.0,1.0,False,False,44.0
Will Barton,,0 days 00:22:44,7.0,4.0,1.0,0.0,0.0,3.0,8.0,37.5,1.0,1.0,100.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,-11.0,False,False,10.0
Facundo Campazzo,,0 days 00:13:34,1.0,2.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,2.0,3.0,4.0,-10.0,False,False,9.0
PJ Dozier,,0 days 00:17:41,8.0,4.0,1.0,0.0,2.0,3.0,4.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-12.0,False,False,19.0
Isaiah Hartenstein,,0 days 00:09:02,3.0,3.0,1.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,2.0,1.0,-11.0,False,False,6.0
Bol Bol,,0 days 00:04:43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,False,False,0.0
Markus Howard,,0 days 00:00:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0
R.J. Hampton,,0 days 00:00:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0
Zeke Nnaji,,0 days 00:00:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0
Vlatko Cancar,,,,,,,,,,,,,,,,,,,,,,True,False,
Jamal Murray,,,,,,,,,,,,,,,,,,,,,,True,True,
