nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Jarrett Culver,F,0 days 00:31:37,10.0,8.0,3.0,0.0,0.0,4.0,6.0,66.7,0.0,0.0,0.0,2.0,4.0,50.0,1.0,7.0,1.0,4.0,-4.0,False,False,26.0
Juancho Hernangomez,F,0 days 00:23:39,5.0,7.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,-1.0,False,False,13.0
Karl Anthony Towns,C,0 days 00:37:00,25.0,13.0,4.0,0.0,3.0,9.0,17.0,52.9,2.0,3.0,66.7,5.0,6.0,83.3,6.0,7.0,3.0,2.0,-8.0,False,False,52.0
Malik Beasley,G,0 days 00:40:00,29.0,4.0,2.0,0.0,0.0,11.0,20.0,55.0,7.0,11.0,63.6,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,False,False,46.0
D 'Angelo Russell,G,0 days 00:38:44,16.0,3.0,6.0,1.0,1.0,7.0,22.0,31.8,1.0,6.0,16.7,1.0,3.0,33.3,1.0,2.0,1.0,2.0,-3.0,False,False,27.0
Anthony Edwards,,0 days 00:30:16,13.0,4.0,4.0,0.0,0.0,5.0,11.0,45.5,1.0,4.0,25.0,2.0,2.0,100.0,0.0,4.0,3.0,3.0,2.0,False,False,23.0
Ricky Rubio,,0 days 00:34:32,6.0,5.0,8.0,0.0,0.0,3.0,7.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,-5.0,False,False,16.0
Naz Reid,,0 days 00:16:00,16.0,7.0,1.0,0.0,3.0,6.0,8.0,75.0,3.0,4.0,75.0,1.0,2.0,50.0,1.0,6.0,2.0,1.0,5.0,False,False,35.0
Jake Layman,,0 days 00:05:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,False,False,0.0
Jarred Vanderbilt,,0 days 00:12:14,2.0,2.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,False,False,5.0
Ed Davis,,,,,,,,,,,,,,,,,,,,,,True,False,
Jaden McDaniels,,,,,,,,,,,,,,,,,,,,,,True,False,
Jaylen Nowell,,,,,,,,,,,,,,,,,,,,,,True,False,
