nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Khris Middleton,F,0 days 00:35:28,27.0,5.0,6.0,1.0,1.0,10.0,16.0,62.5,3.0,6.0,50.0,4.0,4.0,100.0,1.0,4.0,3.0,3.0,19.0,False,False,51.0
Bobby Portis,F,0 days 00:33:27,17.0,11.0,3.0,4.0,0.0,7.0,11.0,63.6,1.0,2.0,50.0,2.0,3.0,66.7,3.0,8.0,5.0,2.0,6.0,False,False,38.0
Brook Lopez,C,0 days 00:34:44,7.0,8.0,0.0,0.0,2.0,3.0,11.0,27.3,0.0,5.0,0.0,1.0,2.0,50.0,2.0,6.0,0.0,3.0,14.0,False,False,19.0
Donte DiVincenzo,G,0 days 00:26:54,11.0,4.0,4.0,2.0,0.0,3.0,10.0,30.0,3.0,8.0,37.5,2.0,2.0,100.0,0.0,4.0,1.0,0.0,-3.0,False,False,26.0
Jrue Holiday,G,0 days 00:36:16,15.0,6.0,4.0,4.0,1.0,5.0,12.0,41.7,0.0,2.0,0.0,5.0,7.0,71.4,1.0,5.0,2.0,4.0,10.0,False,False,35.0
Thanasis Antetokounmpo,,0 days 00:12:24,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,False,False,2.0
D.J. Augustin,,0 days 00:20:13,5.0,2.0,5.0,0.0,0.0,2.0,7.0,28.6,1.0,4.0,25.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,False,False,12.0
D.J. Wilson,,0 days 00:15:42,12.0,3.0,1.0,0.0,0.0,5.0,9.0,55.6,2.0,3.0,66.7,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,False,False,19.0
Pat Connaughton,,0 days 00:10:53,6.0,4.0,0.0,0.0,0.0,2.0,5.0,40.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,False,False,12.0
Bryn Forbes,,0 days 00:13:56,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,False,False,0.0
Sam Merrill,,,,,,,,,,,,,,,,,,,,,,True,False,
Jordan Nwora,,,,,,,,,,,,,,,,,,,,,,True,False,
