nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
David Nwaba,0 days 00:17:14,2.0,6.0,33.3,1.0,3.0,33.3,1.0,2.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,6.0,-15.0,False,False,davidnwaba,13.0
P.J. Tucker,0 days 00:29:35,1.0,4.0,25.0,1.0,4.0,25.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,-18.0,False,False,pjtucker,10.0
Christian Wood,0 days 00:31:49,10.0,20.0,50.0,1.0,5.0,20.0,2.0,3.0,66.7,1.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0,23.0,-21.0,False,False,christianwood,35.0
John Wall,0 days 00:34:26,5.0,14.0,35.7,2.0,4.0,50.0,2.0,2.0,100.0,1.0,9.0,10.0,5.0,1.0,2.0,4.0,3.0,14.0,-28.0,False,False,johnwall,30.0
James Harden,0 days 00:37:46,7.0,14.0,50.0,2.0,8.0,25.0,4.0,5.0,80.0,1.0,5.0,6.0,9.0,0.0,2.0,7.0,2.0,20.0,-11.0,False,False,jamesharden,43.0
DeMarcus Cousins,0 days 00:08:22,2.0,5.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,False,False,demarcuscousins,13.0
Eric Gordon,0 days 00:21:39,1.0,4.0,25.0,0.0,2.0,0.0,2.0,4.0,50.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,2.0,4.0,2.0,False,False,ericgordon,7.0
Sterling Brown,0 days 00:13:12,2.0,6.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,8.0,False,False,sterlingbrown,12.0
Jae'Sean Tate,0 days 00:20:10,3.0,4.0,75.0,0.0,0.0,0.0,3.0,4.0,75.0,3.0,3.0,6.0,1.0,2.0,1.0,1.0,2.0,9.0,-3.0,False,False,jaeseantate,24.0
Ben McLemore,0 days 00:16:41,2.0,6.0,33.3,2.0,6.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,6.0,-10.0,False,False,benmclemore,10.0
Mason Jones,0 days 00:03:02,1.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,False,masonjones,9.0
Kenyon Martin Jr.,0 days 00:03:02,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,kenyonmartinjr,0.0
Bruno Caboclo,0 days 00:03:02,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,False,brunocaboclo,3.0
