nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Reggie Bullock,0 days 00:24:51,3.0,8.0,37.5,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,7.0,-2.0,False,False,reggiebullock,9.0
Julius Randle,0 days 00:38:29,11.0,16.0,68.8,2.0,5.0,40.0,5.0,6.0,83.3,1.0,9.0,10.0,5.0,0.0,0.0,3.0,2.0,29.0,-21.0,False,False,juliusrandle,58.0
Mitchell Robinson,0 days 00:34:23,5.0,5.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,11.0,-7.0,False,False,mitchellrobinson,25.0
RJ Barrett,0 days 00:33:21,4.0,13.0,30.8,0.0,3.0,0.0,1.0,3.0,33.3,3.0,6.0,9.0,4.0,0.0,0.0,3.0,1.0,9.0,-14.0,False,False,rjbarrett,20.0
Elfrid Payton,0 days 00:32:11,4.0,10.0,40.0,0.0,1.0,0.0,4.0,5.0,80.0,0.0,3.0,3.0,5.0,1.0,0.0,2.0,4.0,12.0,-6.0,False,False,elfridpayton,23.0
Austin Rivers,0 days 00:22:05,2.0,6.0,33.3,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,-22.0,False,False,austinrivers,7.0
Nerlens Noel,0 days 00:11:50,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,3.0,1.0,-21.0,False,False,nerlensnoel,4.0
Immanuel Quickley,0 days 00:13:11,0.0,4.0,0.0,0.0,2.0,0.0,4.0,4.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,-18.0,False,False,immanuelquickley,7.0
Kevin Knox II,0 days 00:17:47,2.0,6.0,33.3,1.0,3.0,33.3,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,-14.0,False,False,kevinknoxii,7.0
Dennis Smith Jr.,0 days 00:06:22,1.0,3.0,33.3,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,-2.0,False,False,dennissmithjr,9.0
Theo Pinson,0 days 00:03:44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,False,False,theopinson,0.0
Ignas Brazdeikis,0 days 00:01:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,False,ignasbrazdeikis,0.0
Jared Harper,,,,,,,,,,,,,,,,,,,,,True,False,jaredharper,
