nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Tim Hardaway Jr.,F,0 days 00:28:03,10.0,4.0,2.0,0.0,0.0,4.0,12.0,33.3,1.0,5.0,20.0,1.0,2.0,50.0,1.0,3.0,0.0,1.0,-9.0,False,False,19.0
Dorian Finney-Smith,F,0 days 00:29:22,10.0,2.0,0.0,3.0,0.0,4.0,9.0,44.4,2.0,6.0,33.3,0.0,0.0,0.0,0.0,2.0,1.0,4.0,-19.0,False,False,19.0
Dwight Powell,C,0 days 00:24:32,11.0,3.0,1.0,3.0,0.0,4.0,4.0,100.0,1.0,1.0,100.0,2.0,4.0,50.0,0.0,3.0,1.0,2.0,-11.0,False,False,26.0
Josh Richardson,G,0 days 00:27:23,17.0,2.0,2.0,2.0,0.0,6.0,12.0,50.0,2.0,5.0,40.0,3.0,3.0,100.0,1.0,1.0,0.0,4.0,-10.0,False,False,31.0
Luka Doncic,G,0 days 00:34:08,27.0,4.0,7.0,0.0,1.0,9.0,19.0,47.4,2.0,5.0,40.0,7.0,8.0,87.5,0.0,4.0,3.0,0.0,-14.0,False,False,48.0
Trey Burke,,0 days 00:24:28,17.0,1.0,2.0,0.0,1.0,5.0,10.0,50.0,4.0,7.0,57.1,3.0,4.0,75.0,0.0,1.0,0.0,5.0,-13.0,False,False,32.0
Maxi Kleber,,0 days 00:20:45,5.0,5.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,4.0,0.0,0.0,-8.0,False,False,16.0
Willie Cauley Stein,,0 days 00:14:05,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,-6.0,False,False,1.0
Jalen Brunson,,0 days 00:14:52,4.0,2.0,1.0,0.0,0.0,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,-9.0,False,False,4.0
James Johnson,,0 days 00:12:52,4.0,1.0,4.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,-7.0,False,False,14.0
Boban Marjanovic,,0 days 00:07:02,6.0,1.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0,False,False,9.0
Josh Green,,0 days 00:02:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,False,False,0.0
Wes Iwundu,,0 days 00:02:23,2.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,False,False,3.0
Tyrell Terry,,0 days 00:02:42,2.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,4.0
