nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Andrew Wiggins,F,0 days 00:25:54,12.0,6.0,0.0,1.0,0.0,6.0,18.0,33.3,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,-19.0,False,False,16.0
Eric Paschall,F,0 days 00:25:59,7.0,2.0,1.0,1.0,0.0,3.0,8.0,37.5,0.0,3.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,-23.0,False,False,12.0
James Wiseman,C,0 days 00:25:03,18.0,8.0,0.0,0.0,3.0,5.0,11.0,45.5,3.0,4.0,75.0,5.0,6.0,83.3,3.0,5.0,2.0,4.0,-16.0,False,False,36.0
Kelly Oubre Jr.,G,0 days 00:20:46,3.0,5.0,1.0,1.0,0.0,1.0,10.0,10.0,0.0,5.0,0.0,1.0,2.0,50.0,1.0,4.0,2.0,3.0,-15.0,False,False,7.0
Stephen Curry,G,0 days 00:29:58,19.0,4.0,6.0,1.0,0.0,6.0,17.0,35.3,2.0,10.0,20.0,5.0,5.0,100.0,0.0,4.0,2.0,2.0,-24.0,False,False,38.0
Damion Lee,,0 days 00:19:54,9.0,2.0,1.0,0.0,0.0,2.0,4.0,50.0,2.0,4.0,50.0,3.0,3.0,100.0,0.0,2.0,1.0,0.0,-10.0,False,False,18.0
Marquese Chriss,,0 days 00:14:17,4.0,5.0,1.0,0.0,2.0,1.0,4.0,25.0,0.0,2.0,0.0,2.0,4.0,50.0,0.0,5.0,2.0,1.0,-19.0,False,False,14.0
Mychal Mulder,,0 days 00:18:34,3.0,3.0,0.0,0.0,1.0,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-15.0,False,False,9.0
Juan Toscano-Anderson,,0 days 00:13:33,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-9.0,False,False,4.0
Jordan Poole,,0 days 00:19:02,11.0,1.0,0.0,0.0,0.0,4.0,11.0,36.4,1.0,6.0,16.7,2.0,2.0,100.0,0.0,1.0,0.0,1.0,-15.0,False,False,17.0
Kevon Looney,,0 days 00:11:01,2.0,3.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-11.0,False,False,5.0
Brad Wanamaker,,0 days 00:19:02,11.0,1.0,2.0,1.0,0.0,4.0,7.0,57.1,1.0,2.0,50.0,2.0,2.0,100.0,0.0,1.0,0.0,3.0,-15.0,False,False,20.0
Kent Bazemore,,0 days 00:04:56,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,False,False,-1.0
