nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
LeBron James,F,0 days 00:34:09,28.0,7.0,7.0,0.0,0.0,11.0,21.0,52.4,0.0,5.0,0.0,6.0,8.0,75.0,0.0,7.0,4.0,1.0,9.0,False,False,52.0
Markieff Morris,F,0 days 00:29:07,11.0,6.0,0.0,0.0,1.0,5.0,8.0,62.5,1.0,3.0,33.3,0.0,0.0,0.0,0.0,6.0,1.0,2.0,10.0,False,False,22.0
Marc Gasol,C,0 days 00:19:38,6.0,4.0,0.0,0.0,4.0,1.0,3.0,33.3,0.0,2.0,0.0,4.0,4.0,100.0,1.0,3.0,0.0,0.0,12.0,False,False,19.0
Wesley Matthews,G,0 days 00:34:55,14.0,2.0,1.0,0.0,1.0,4.0,8.0,50.0,4.0,8.0,50.0,2.0,2.0,100.0,1.0,1.0,0.0,3.0,-6.0,False,False,28.0
Dennis Schroder,G,0 days 00:34:15,17.0,3.0,6.0,2.0,0.0,5.0,11.0,45.5,1.0,1.0,100.0,6.0,8.0,75.0,0.0,3.0,4.0,5.0,-5.0,False,False,32.0
Kyle Kuzma,,0 days 00:17:51,6.0,1.0,1.0,0.0,0.0,2.0,5.0,40.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-6.0,False,False,9.0
Montrezl Harrell,,0 days 00:29:17,17.0,14.0,0.0,0.0,1.0,7.0,13.0,53.8,0.0,0.0,0.0,3.0,3.0,100.0,7.0,7.0,2.0,2.0,-11.0,False,False,34.0
Alex Caruso,,0 days 00:17:43,9.0,2.0,3.0,1.0,0.0,3.0,7.0,42.9,3.0,6.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,False,False,18.0
Talen Horton-Tucker,,0 days 00:20:55,9.0,2.0,3.0,0.0,1.0,3.0,5.0,60.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,2.0,1.0,1.0,1.0,False,False,18.0
Jared Dudley,,0 days 00:07:08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,False,False,1.0
Devontae Cacok,,,,,,,,,,,,,,,,,,,,,,True,False,
Quinn Cook,,,,,,,,,,,,,,,,,,,,,,True,False,
Alfonzo McKinnie,,,,,,,,,,,,,,,,,,,,,,True,False,
