nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Patrick Williams,F,0 days 00:34:15,6.0,8.0,0.0,4.0,0.0,3.0,10.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,5.0,0.0,False,False,14.0
Otto Porter Jr.,F,0 days 00:06:25,2.0,1.0,2.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,False,False,5.0
Wendell Carter Jr.,C,0 days 00:25:15,23.0,7.0,3.0,0.0,0.0,9.0,15.0,60.0,0.0,1.0,0.0,5.0,6.0,83.3,3.0,4.0,1.0,4.0,0.0,False,False,42.0
Zach LaVine,G,0 days 00:38:22,38.0,5.0,6.0,2.0,0.0,14.0,22.0,63.6,4.0,7.0,57.1,6.0,6.0,100.0,0.0,5.0,0.0,1.0,8.0,False,False,70.0
Coby White,G,0 days 00:32:45,14.0,3.0,5.0,0.0,0.0,6.0,14.0,42.9,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,-18.0,False,False,22.0
Garrett Temple,,0 days 00:27:09,9.0,3.0,1.0,1.0,1.0,3.0,5.0,60.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,3.0,1.0,2.0,-2.0,False,False,19.0
Thaddeus Young,,0 days 00:30:52,15.0,7.0,5.0,1.0,0.0,7.0,12.0,58.3,0.0,1.0,0.0,1.0,1.0,100.0,3.0,4.0,2.0,4.0,-2.0,False,False,30.0
Denzel Valentine,,0 days 00:25:30,5.0,4.0,1.0,0.0,0.0,2.0,8.0,25.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,9.0,False,False,11.0
Daniel Gafford,,0 days 00:16:34,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,False,False,6.0
Adam Mokoka,,0 days 00:07:51,3.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-3.0,False,False,5.0
Devon Dotson,,,,,,,,,,,,,,,,,,,,,,True,False,
Cristiano Felicio,,,,,,,,,,,,,,,,,,,,,,True,False,
Luke Kornet,,,,,,,,,,,,,,,,,,,,,,True,False,
