nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Will Barton,0 days 00:24:37,5.0,7.0,71.4,3.0,4.0,75.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,0.0,4.0,2.0,13.0,15.0,False,False,willbarton,26.0
Paul Millsap,0 days 00:26:22,5.0,10.0,50.0,2.0,5.0,40.0,1.0,2.0,50.0,4.0,8.0,12.0,3.0,2.0,1.0,1.0,3.0,13.0,21.0,False,False,paulmillsap,37.0
Nikola Jokic,0 days 00:28:25,12.0,21.0,57.1,0.0,4.0,0.0,3.0,3.0,100.0,5.0,7.0,12.0,6.0,1.0,1.0,1.0,2.0,27.0,12.0,False,False,nikolajokic,56.0
Gary Harris,0 days 00:25:38,4.0,9.0,44.4,3.0,6.0,50.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,11.0,20.0,False,False,garyharris,22.0
Jamal Murray,0 days 00:20:35,2.0,10.0,20.0,0.0,3.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,5.0,2.0,False,False,jamalmurray,10.0
JaMychal Green,0 days 00:16:37,4.0,12.0,33.3,2.0,5.0,40.0,0.0,0.0,0.0,4.0,4.0,8.0,1.0,0.0,1.0,2.0,3.0,10.0,8.0,False,False,jamychalgreen,19.0
PJ Dozier,0 days 00:19:02,3.0,7.0,42.9,2.0,5.0,40.0,3.0,3.0,100.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,11.0,11.0,False,False,pjdozier,20.0
Monte Morris,0 days 00:21:29,7.0,11.0,63.6,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,1.0,0.0,15.0,22.0,False,False,montemorris,30.0
Facundo Campazzo,0 days 00:18:00,1.0,6.0,16.7,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,8.0,False,False,facundocampazzo,3.0
Isaiah Hartenstein,0 days 00:12:56,1.0,2.0,50.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,6.0,7.0,0.0,1.0,0.0,0.0,3.0,5.0,17.0,False,False,isaiahhartenstein,16.0
R.J. Hampton,0 days 00:06:40,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,-11.0,False,False,rjhampton,3.0
Bol Bol,0 days 00:06:37,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-11.0,False,False,bolbol,2.0
Zeke Nnaji,0 days 00:05:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-11.0,False,False,zekennaji,0.0
Vlatko Cancar,0 days 00:04:21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,-8.0,False,False,vlatkocancar,3.0
Markus Howard,0 days 00:03:41,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-5.0,False,False,markushoward,2.0
