nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Will Barton,F,0 days 00:36:58,2.0,5.0,4.0,1.0,1.0,1.0,7.0,14.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0,False,False,10.0
Paul Millsap,F,0 days 00:19:39,15.0,5.0,1.0,1.0,0.0,5.0,9.0,55.6,1.0,3.0,33.3,4.0,5.0,80.0,1.0,4.0,1.0,4.0,0.0,False,False,30.0
Nikola Jokic,C,0 days 00:30:31,17.0,9.0,11.0,1.0,0.0,7.0,13.0,53.8,3.0,5.0,60.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,1.0,False,False,43.0
Gary Harris,G,0 days 00:36:38,7.0,1.0,2.0,1.0,0.0,2.0,9.0,22.2,0.0,3.0,0.0,3.0,4.0,75.0,0.0,1.0,1.0,3.0,10.0,False,False,12.0
Jamal Murray,G,0 days 00:41:34,31.0,4.0,5.0,2.0,0.0,12.0,22.0,54.5,4.0,8.0,50.0,3.0,3.0,100.0,0.0,4.0,3.0,2.0,10.0,False,False,52.0
Monte Morris,,0 days 00:30:15,10.0,3.0,2.0,0.0,0.0,4.0,10.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,-6.0,False,False,16.0
PJ Dozier,,0 days 00:23:29,6.0,4.0,1.0,0.0,0.0,2.0,7.0,28.6,0.0,2.0,0.0,2.0,2.0,100.0,1.0,3.0,1.0,0.0,-15.0,False,False,11.0
JaMychal Green,,0 days 00:12:54,8.0,4.0,2.0,1.0,0.0,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,-11.0,False,False,17.0
Facundo Campazzo,,0 days 00:04:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,False,False,0.0
Isaiah Hartenstein,,0 days 00:09:31,7.0,3.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,1.0,0.0,1.0,1.0,False,False,13.0
R.J. Hampton,,0 days 00:02:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,False,False,0.0
Bol Bol,,,,,,,,,,,,,,,,,,,,,,True,False,
Vlatko Cancar,,,,,,,,,,,,,,,,,,,,,,True,False,
Markus Howard,,,,,,,,,,,,,,,,,,,,,,True,False,
Zeke Nnaji,,,,,,,,,,,,,,,,,,,,,,True,False,
