nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Jayson Tatum,F,0 days 00:37:04,28.0,6.0,2.0,1.0,1.0,11.0,24.0,45.8,3.0,11.0,27.3,3.0,5.0,60.0,0.0,6.0,3.0,1.0,4.0,False,False,49.0
Tristan Thompson,F,0 days 00:25:35,5.0,9.0,2.0,1.0,2.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,8.0,3.0,2.0,-2.0,False,False,18.0
Daniel Theis,C,0 days 00:23:58,2.0,6.0,0.0,0.0,3.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,-9.0,False,False,10.0
Jaylen Brown,G,0 days 00:37:34,25.0,9.0,2.0,3.0,2.0,12.0,20.0,60.0,1.0,7.0,14.3,0.0,0.0,0.0,2.0,7.0,4.0,3.0,-9.0,False,False,48.0
Marcus Smart,G,0 days 00:38:11,13.0,3.0,9.0,3.0,0.0,5.0,14.0,35.7,3.0,6.0,50.0,0.0,3.0,0.0,0.0,3.0,4.0,3.0,-1.0,False,False,29.0
Payton Pritchard,,0 days 00:16:00,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,False,False,3.0
Grant Williams,,0 days 00:19:23,8.0,5.0,0.0,0.0,0.0,4.0,7.0,57.1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,-3.0,False,False,15.0
Robert Williams III,,0 days 00:11:21,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,False,False,5.0
Jeff Teague,,0 days 00:20:08,12.0,1.0,3.0,2.0,0.0,4.0,5.0,80.0,1.0,1.0,100.0,3.0,4.0,75.0,0.0,1.0,1.0,3.0,5.0,False,False,25.0
Carsen Edwards,,0 days 00:04:28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,False,False,-2.0
Semi Ojeleye,,0 days 00:06:17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,1.0
Tacko Fall,,,,,,,,,,,,,,,,,,,,,,True,False,
Aaron Nesmith,,,,,,,,,,,,,,,,,,,,,,True,False,
Tremont Waters,,,,,,,,,,,,,,,,,,,,,,True,False,
