nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Derrick Jones Jr.,F,0 days 00:33:47,8.0,8.0,3.0,5.0,0.0,3.0,7.0,42.9,1.0,2.0,50.0,1.0,2.0,50.0,4.0,4.0,0.0,4.0,32.0,False,False,27.0
Robert Covington,F,0 days 00:36:29,8.0,11.0,2.0,1.0,1.0,2.0,8.0,25.0,2.0,7.0,28.6,2.0,2.0,100.0,0.0,11.0,1.0,0.0,29.0,False,False,27.0
Jusuf Nurkic,C,0 days 00:18:35,8.0,8.0,2.0,1.0,0.0,3.0,8.0,37.5,1.0,1.0,100.0,1.0,4.0,25.0,2.0,6.0,1.0,5.0,29.0,False,False,21.0
CJ McCollum,G,0 days 00:34:34,28.0,1.0,4.0,3.0,0.0,11.0,21.0,52.4,4.0,11.0,36.4,2.0,3.0,66.7,0.0,1.0,0.0,2.0,30.0,False,False,51.0
Damian Lillard,G,0 days 00:35:23,34.0,4.0,8.0,1.0,0.0,11.0,21.0,52.4,6.0,10.0,60.0,6.0,6.0,100.0,0.0,4.0,1.0,3.0,33.0,False,False,63.0
Carmelo Anthony,,0 days 00:24:50,18.0,5.0,1.0,0.0,1.0,5.0,9.0,55.6,3.0,4.0,75.0,5.0,5.0,100.0,0.0,5.0,2.0,3.0,6.0,False,False,33.0
Enes Kanter,,0 days 00:11:06,5.0,2.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,1.0,2.0,2.0,-7.0,False,False,9.0
Rodney Hood,,0 days 00:05:22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-10.0,False,False,1.0
Anfernee Simons,,0 days 00:22:06,11.0,6.0,0.0,0.0,0.0,3.0,12.0,25.0,3.0,8.0,37.5,2.0,2.0,100.0,0.0,6.0,0.0,5.0,-10.0,False,False,21.0
Harry Giles III,,0 days 00:14:48,3.0,5.0,2.0,0.0,1.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,50.0,1.0,4.0,2.0,3.0,3.0,False,False,10.0
CJ Elleby,,0 days 00:04:59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,False,False,1.0
Keljin Blevins,,0 days 00:04:59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,False,False,-2.0
