nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Saddiq Bey,F,0 days 00:30:11,17.0,7.0,1.0,2.0,0.0,5.0,11.0,45.5,5.0,8.0,62.5,2.0,4.0,50.0,0.0,7.0,2.0,1.0,13.0,False,False,36.0
Jerami Grant,F,0 days 00:37:26,24.0,4.0,0.0,1.0,0.0,9.0,24.0,37.5,2.0,9.0,22.2,4.0,5.0,80.0,1.0,3.0,1.0,2.0,6.0,False,False,36.0
Mason Plumlee,C,0 days 00:29:36,8.0,17.0,1.0,2.0,1.0,3.0,5.0,60.0,0.0,0.0,0.0,2.0,4.0,50.0,5.0,12.0,1.0,1.0,8.0,False,False,33.0
Josh Jackson,G,0 days 00:26:04,11.0,2.0,2.0,1.0,1.0,5.0,12.0,41.7,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,4.0,3.0,18.0,False,False,14.0
Killian Hayes,G,0 days 00:23:24,0.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,-2.0,False,False,2.0
Derrick Rose,,0 days 00:24:10,17.0,5.0,4.0,2.0,0.0,7.0,12.0,58.3,0.0,3.0,0.0,3.0,4.0,75.0,0.0,5.0,4.0,2.0,4.0,False,False,33.0
Isaiah Stewart,,0 days 00:18:24,8.0,5.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,0.0,0.0,2.0,3.0,66.7,3.0,2.0,1.0,3.0,-5.0,False,False,16.0
Svi Mykhailiuk,,0 days 00:17:49,9.0,0.0,0.0,1.0,0.0,3.0,7.0,42.9,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,False,False,15.0
Delon Wright,,0 days 00:21:56,2.0,2.0,2.0,0.0,0.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,-15.0,False,False,3.0
Sekou Doumbouya,,0 days 00:10:59,0.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,-2.0,False,False,5.0
Wayne Ellington,,,,,,,,,,,,,,,,,,,,,,True,False,
Saben Lee,,,,,,,,,,,,,,,,,,,,,,True,False,
Rodney McGruder,,,,,,,,,,,,,,,,,,,,,,True,False,
Deividas Sirvydis,,,,,,,,,,,,,,,,,,,,,,True,False,
Jahlil Okafor,,,,,,,,,,,,,,,,,,,,,,True,True,
