nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
DeMar DeRozan,0 days 00:34:54,5.0,14.0,35.7,0.0,2.0,0.0,3.0,3.0,100.0,1.0,5.0,6.0,7.0,1.0,1.0,1.0,1.0,13.0,0.0,False,False,demarderozan,28.0
Keldon Johnson,0 days 00:31:13,12.0,16.0,75.0,2.0,3.0,66.7,3.0,5.0,60.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,5.0,29.0,-12.0,False,False,keldonjohnson,54.0
LaMarcus Aldridge,0 days 00:30:21,4.0,10.0,40.0,1.0,6.0,16.7,2.0,2.0,100.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,11.0,-11.0,False,False,lamarcusaldridge,18.0
Lonnie Walker IV,0 days 00:25:22,6.0,14.0,42.9,4.0,7.0,57.1,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,16.0,8.0,False,False,lonniewalkeriv,24.0
Dejounte Murray,0 days 00:35:23,5.0,12.0,41.7,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,7.0,5.0,0.0,2.0,0.0,10.0,2.0,False,False,dejountemurray,28.0
Patty Mills,0 days 00:27:11,3.0,10.0,30.0,1.0,7.0,14.3,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,7.0,-14.0,False,False,pattymills,14.0
Rudy Gay,0 days 00:17:14,2.0,7.0,28.6,0.0,1.0,0.0,1.0,1.0,100.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,-1.0,False,False,rudygay,9.0
Jakob Poeltl,0 days 00:15:26,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,6.0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,False,False,jakobpoeltl,13.0
Devin Vassell,0 days 00:22:56,4.0,6.0,66.7,1.0,3.0,33.3,3.0,3.0,100.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,2.0,12.0,5.0,False,False,devinvassell,27.0
Tre Jones,,,,,,,,,,,,,,,,,,,,,True,False,trejones,
Trey Lyles,,,,,,,,,,,,,,,,,,,,,True,False,treylyles,
Luka Samanic,,,,,,,,,,,,,,,,,,,,,True,False,lukasamanic,
