nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Caleb Martin,0 days 00:24:15,1.0,7.0,14.3,0.0,3.0,0.0,3.0,4.0,75.0,2.0,4.0,6.0,4.0,3.0,0.0,3.0,2.0,5.0,-8.0,False,False,calebmartin,17.0
P.J. Washington,0 days 00:33:12,7.0,14.0,50.0,1.0,3.0,33.3,5.0,6.0,83.3,3.0,8.0,11.0,1.0,1.0,2.0,3.0,4.0,20.0,3.0,False,False,pjwashington,41.0
Bismack Biyombo,0 days 00:24:51,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,1.0,0.0,1.0,1.0,1.0,10.0,-6.0,False,False,bismackbiyombo,21.0
Devonte' Graham,0 days 00:37:12,5.0,15.0,33.3,5.0,12.0,41.7,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,0.0,4.0,0.0,15.0,15.0,False,False,devontegraham,27.0
Terry Rozier,0 days 00:37:08,10.0,16.0,62.5,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,1.0,1.0,0.0,22.0,-3.0,False,False,terryrozier,40.0
Miles Bridges,0 days 00:28:46,5.0,7.0,71.4,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,12.0,14.0,False,False,milesbridges,23.0
LaMelo Ball,0 days 00:26:05,6.0,14.0,42.9,2.0,5.0,40.0,0.0,0.0,0.0,2.0,4.0,6.0,11.0,3.0,1.0,5.0,2.0,14.0,-4.0,False,False,lameloball,33.0
Malik Monk,0 days 00:22:58,3.0,6.0,50.0,3.0,5.0,60.0,1.0,2.0,50.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,10.0,-11.0,False,False,malikmonk,23.0
Cody Martin,0 days 00:05:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,False,False,codymartin,1.0
Vernon Carey Jr.,,,,,,,,,,,,,,,,,,,,,True,False,vernoncareyjr,
Gordon Hayward,,,,,,,,,,,,,,,,,,,,,True,True,gordonhayward,
Jalen McDaniels,,,,,,,,,,,,,,,,,,,,,True,False,jalenmcdaniels,
Nick Richards,,,,,,,,,,,,,,,,,,,,,True,False,nickrichards,
