nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Gordon Hayward,F,0 days 00:39:30,20.0,6.0,6.0,4.0,1.0,7.0,15.0,46.7,2.0,4.0,50.0,4.0,4.0,100.0,0.0,6.0,1.0,1.0,-10.0,False,False,43.0
P.J. Washington,F,0 days 00:22:30,9.0,5.0,2.0,2.0,0.0,2.0,8.0,25.0,1.0,2.0,50.0,4.0,4.0,100.0,4.0,1.0,1.0,2.0,-15.0,False,False,19.0
Bismack Biyombo,C,0 days 00:31:34,9.0,9.0,5.0,1.0,0.0,3.0,7.0,42.9,0.0,0.0,0.0,3.0,4.0,75.0,3.0,6.0,2.0,3.0,-11.0,False,False,25.0
Terry Rozier,G,0 days 00:34:54,35.0,2.0,3.0,1.0,0.0,12.0,18.0,66.7,7.0,11.0,63.6,4.0,4.0,100.0,0.0,2.0,2.0,2.0,-19.0,False,False,60.0
Devonte' Graham,G,0 days 00:30:34,5.0,3.0,9.0,1.0,0.0,1.0,10.0,10.0,1.0,6.0,16.7,2.0,2.0,100.0,1.0,2.0,0.0,2.0,-8.0,False,False,18.0
LaMelo Ball,,0 days 00:31:41,13.0,4.0,5.0,4.0,2.0,4.0,12.0,33.3,1.0,4.0,25.0,4.0,6.0,66.7,2.0,2.0,2.0,4.0,-10.0,False,False,32.0
Miles Bridges,,0 days 00:24:08,8.0,4.0,2.0,1.0,2.0,4.0,11.0,36.4,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,False,False,16.0
Caleb Martin,,0 days 00:19:05,9.0,5.0,2.0,1.0,0.0,3.0,7.0,42.9,1.0,3.0,33.3,2.0,2.0,100.0,1.0,4.0,0.0,1.0,0.0,False,False,21.0
Jalen McDaniels,,0 days 00:12:01,4.0,2.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,-4.0,False,False,5.0
Vernon Carey Jr.,,,,,,,,,,,,,,,,,,,,,,True,False,
Cody Martin,,,,,,,,,,,,,,,,,,,,,,True,False,
Malik Monk,,,,,,,,,,,,,,,,,,,,,,True,False,
Nick Richards,,,,,,,,,,,,,,,,,,,,,,True,False,
