nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Aaron Holiday,F,0 days 00:26:32,0.0,2.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,False,False,3.0
Domantas Sabonis,F,0 days 00:39:11,13.0,13.0,4.0,2.0,0.0,4.0,8.0,50.0,1.0,1.0,100.0,4.0,4.0,100.0,4.0,9.0,4.0,5.0,-9.0,False,False,33.0
Myles Turner,C,0 days 00:32:38,17.0,4.0,0.0,0.0,1.0,7.0,15.0,46.7,3.0,9.0,33.3,0.0,0.0,0.0,0.0,4.0,2.0,3.0,-10.0,False,False,28.0
Victor Oladipo,G,0 days 00:37:22,16.0,7.0,3.0,1.0,1.0,3.0,16.0,18.8,2.0,9.0,22.2,8.0,11.0,72.7,1.0,6.0,1.0,3.0,-12.0,False,False,37.0
Malcolm Brogdon,G,0 days 00:41:17,33.0,3.0,7.0,2.0,0.0,12.0,18.0,66.7,7.0,10.0,70.0,2.0,2.0,100.0,0.0,3.0,1.0,2.0,-4.0,False,False,62.0
Justin Holiday,,0 days 00:28:27,12.0,1.0,2.0,1.0,1.0,4.0,5.0,80.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,False,False,25.0
Doug McDermott,,0 days 00:20:17,9.0,0.0,0.0,0.0,0.0,3.0,13.0,23.1,2.0,9.0,22.2,1.0,1.0,100.0,0.0,0.0,0.0,0.0,5.0,False,False,12.0
T.J. McConnell,,0 days 00:12:58,2.0,0.0,5.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,False,False,8.0
Kelan Martin,,0 days 00:04:16,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,False,2.0
Jalen Lecque,,,,,,,,,,,,,,,,,,,,,,True,False,
JaKarr Sampson,,,,,,,,,,,,,,,,,,,,,,True,False,
Cassius Stanley,,,,,,,,,,,,,,,,,,,,,,True,False,
Edmond Sumner,,,,,,,,,,,,,,,,,,,,,,True,False,
