nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Keldon Johnson,F,0 days 00:24:21,7.0,3.0,3.0,0.0,0.0,3.0,9.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,-4.0,False,False,10.0
DeMar DeRozan,F,0 days 00:36:01,23.0,5.0,6.0,1.0,1.0,7.0,12.0,58.3,1.0,1.0,100.0,8.0,10.0,80.0,0.0,5.0,2.0,2.0,-12.0,False,False,47.0
Jakob Poeltl,C,0 days 00:24:01,8.0,7.0,1.0,1.0,0.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,3.0,-1.0,False,False,22.0
Lonnie Walker IV,G,0 days 00:33:48,11.0,4.0,3.0,1.0,0.0,4.0,12.0,33.3,1.0,4.0,25.0,2.0,4.0,50.0,0.0,4.0,2.0,1.0,-3.0,False,False,21.0
Dejounte Murray,G,0 days 00:35:59,29.0,7.0,7.0,1.0,0.0,12.0,19.0,63.2,2.0,3.0,66.7,3.0,3.0,100.0,0.0,7.0,4.0,3.0,-3.0,False,False,51.0
Patty Mills,,0 days 00:22:15,12.0,3.0,4.0,2.0,0.0,3.0,7.0,42.9,2.0,5.0,40.0,4.0,4.0,100.0,1.0,2.0,0.0,1.0,-9.0,False,False,29.0
Drew Eubanks,,0 days 00:24:59,4.0,5.0,0.0,0.0,2.0,2.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,-13.0,False,False,7.0
Rudy Gay,,0 days 00:25:26,8.0,3.0,1.0,1.0,1.0,3.0,10.0,30.0,2.0,7.0,28.6,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-6.0,False,False,17.0
Devin Vassell,,0 days 00:13:04,3.0,2.0,0.0,1.0,0.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-10.0,False,False,7.0
Keita Bates-Diop,,0 days 00:01:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,False,False,0.0
Luka Samanic,,0 days 00:01:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,False,False,0.0
Tre Jones,,0 days 00:01:02,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,False,False,2.0
Trey Lyles,,,,,,,,,,,,,,,,,,,,,,True,False,
