nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Jaylen Brown,F,0 days 00:29:57,42.0,5.0,4.0,1.0,0.0,15.0,21.0,71.4,7.0,10.0,70.0,5.0,6.0,83.3,1.0,4.0,4.0,1.0,22.0,False,False,73.0
Jayson Tatum,F,0 days 00:23:14,16.0,4.0,3.0,1.0,0.0,6.0,12.0,50.0,3.0,5.0,60.0,1.0,1.0,100.0,0.0,4.0,0.0,0.0,29.0,False,False,30.0
Daniel Theis,C,0 days 00:19:09,12.0,5.0,2.0,1.0,2.0,5.0,7.0,71.4,0.0,1.0,0.0,2.0,3.0,66.7,2.0,3.0,2.0,4.0,-2.0,False,False,27.0
Jeff Teague,G,0 days 00:21:20,4.0,5.0,4.0,4.0,0.0,2.0,6.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,22.0,False,False,16.0
Marcus Smart,G,0 days 00:26:19,14.0,2.0,4.0,3.0,1.0,5.0,11.0,45.5,4.0,9.0,44.4,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,False,False,30.0
Robert Williams III,,0 days 00:23:49,6.0,10.0,2.0,1.0,4.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,2.0,28.0,False,False,23.0
Grant Williams,,0 days 00:21:38,2.0,2.0,0.0,2.0,0.0,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,False,False,6.0
Payton Pritchard,,0 days 00:21:14,8.0,2.0,3.0,2.0,0.0,4.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,10.0,False,False,16.0
Semi Ojeleye,,0 days 00:12:10,2.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,False,False,3.0
Aaron Nesmith,,0 days 00:20:49,5.0,3.0,1.0,0.0,1.0,2.0,7.0,28.6,1.0,5.0,20.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,-7.0,False,False,11.0
Carsen Edwards,,0 days 00:12:00,9.0,3.0,2.0,0.0,1.0,4.0,8.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,1.0,2.0,-6.0,False,False,17.0
Tremont Waters,,0 days 00:06:18,4.0,0.0,2.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2.0,0.0,-7.0,False,False,9.0
Tacko Fall,,0 days 00:06:02,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,0.0,-7.0,False,False,6.0
