nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Robert Covington,F,0 days 00:37:32,14.0,6.0,1.0,1.0,1.0,5.0,10.0,50.0,4.0,9.0,44.4,0.0,0.0,0.0,1.0,5.0,0.0,5.0,6.0,False,False,32.0
Derrick Jones Jr.,F,0 days 00:31:22,5.0,3.0,1.0,3.0,1.0,2.0,7.0,28.6,0.0,3.0,0.0,1.0,4.0,25.0,2.0,1.0,1.0,0.0,-5.0,False,False,16.0
Jusuf Nurkic,C,0 days 00:28:00,12.0,11.0,6.0,0.0,1.0,6.0,15.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,4.0,3.0,False,False,28.0
CJ McCollum,G,0 days 00:36:56,26.0,5.0,4.0,3.0,0.0,10.0,21.0,47.6,6.0,14.0,42.9,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,False,False,46.0
Damian Lillard,G,0 days 00:37:42,24.0,5.0,9.0,0.0,0.0,6.0,17.0,35.3,3.0,11.0,27.3,9.0,11.0,81.8,0.0,5.0,0.0,1.0,5.0,False,False,55.0
Carmelo Anthony,,0 days 00:28:58,12.0,4.0,0.0,1.0,0.0,4.0,9.0,44.4,4.0,6.0,66.7,0.0,0.0,0.0,0.0,4.0,2.0,1.0,-9.0,False,False,20.0
Gary Trent Jr.,,0 days 00:19:35,13.0,1.0,0.0,0.0,0.0,5.0,10.0,50.0,2.0,5.0,40.0,1.0,2.0,50.0,1.0,0.0,1.0,1.0,-2.0,False,False,20.0
Enes Kanter,,0 days 00:16:36,2.0,10.0,2.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,-5.0,False,False,12.0
Anfernee Simons,,0 days 00:05:03,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,False,False,-1.0
Harry Giles III,,0 days 00:04:13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,False,False,1.0
Keljin Blevins,,,,,,,,,,,,,,,,,,,,,,True,False,
CJ Elleby,,,,,,,,,,,,,,,,,,,,,,True,False,
Nassir Little,,,,,,,,,,,,,,,,,,,,,,True,False,
