nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Isaac Bonga,F,0 days 00:18:06,6.0,7.0,1.0,0.0,1.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,20.0,False,False,19.0
Deni Avdija,F,0 days 00:36:11,9.0,9.0,3.0,2.0,0.0,4.0,11.0,36.4,1.0,5.0,20.0,0.0,0.0,0.0,2.0,7.0,1.0,1.0,13.0,False,False,24.0
Thomas Bryant,C,0 days 00:32:27,16.0,7.0,5.0,1.0,1.0,8.0,15.0,53.3,0.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,5.0,1.0,False,False,32.0
Bradley Beal,G,0 days 00:39:06,29.0,5.0,7.0,0.0,1.0,10.0,29.0,34.5,0.0,7.0,0.0,9.0,9.0,100.0,0.0,5.0,1.0,1.0,-1.0,False,False,48.0
Raul Neto,G,0 days 00:32:13,22.0,4.0,5.0,3.0,0.0,10.0,17.0,58.8,2.0,8.0,25.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,False,False,43.0
Troy Brown Jr.,,0 days 00:24:59,12.0,5.0,1.0,0.0,0.0,5.0,7.0,71.4,2.0,4.0,50.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,-24.0,False,False,23.0
Ish Smith,,0 days 00:16:47,4.0,3.0,4.0,0.0,0.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,-8.0,False,False,9.0
Robin Lopez,,0 days 00:16:33,8.0,5.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,-8.0,False,False,14.0
Davis Bertans,,0 days 00:19:22,5.0,2.0,1.0,0.0,1.0,1.0,4.0,25.0,1.0,4.0,25.0,2.0,3.0,66.7,0.0,2.0,1.0,3.0,-14.0,False,False,13.0
Jerome Robinson,,0 days 00:07:16,2.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-15.0,False,False,1.0
Anthony Gill,,,,,,,,,,,,,,,,,,,,,,True,False,
Anzejs Pasecniks,,,,,,,,,,,,,,,,,,,,,,True,False,
Moritz Wagner,,,,,,,,,,,,,,,,,,,,,,True,False,
