nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Patrick Williams,F,0 days 00:26:21,6.0,4.0,2.0,0.0,3.0,2.0,5.0,40.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,3.0,2.0,1.0,6.0,False,False,15.0
Lauri Markkanen,F,0 days 00:29:15,23.0,7.0,1.0,1.0,1.0,7.0,13.0,53.8,4.0,7.0,57.1,5.0,7.0,71.4,0.0,7.0,2.0,1.0,13.0,False,False,46.0
Wendell Carter Jr.,C,0 days 00:31:28,22.0,13.0,4.0,0.0,0.0,8.0,9.0,88.9,1.0,2.0,50.0,5.0,8.0,62.5,4.0,9.0,3.0,3.0,-4.0,False,False,53.0
Zach LaVine,G,0 days 00:35:48,33.0,7.0,3.0,2.0,2.0,11.0,23.0,47.8,4.0,12.0,33.3,7.0,9.0,77.8,0.0,7.0,7.0,3.0,-5.0,False,False,60.0
Coby White,G,0 days 00:36:38,20.0,7.0,5.0,0.0,0.0,8.0,19.0,42.1,4.0,9.0,44.4,0.0,0.0,0.0,0.0,7.0,3.0,1.0,-7.0,False,False,35.0
Garrett Temple,,0 days 00:19:28,2.0,1.0,2.0,0.0,0.0,1.0,5.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,-7.0,False,False,5.0
Otto Porter Jr.,,0 days 00:21:45,12.0,6.0,3.0,0.0,0.0,3.0,4.0,75.0,3.0,4.0,75.0,3.0,4.0,75.0,2.0,4.0,3.0,2.0,-2.0,False,False,28.0
Tomas Satoransky,,0 days 00:23:50,3.0,1.0,3.0,0.0,0.0,1.0,3.0,33.3,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,3.0,2.0,-3.0,False,False,5.0
Chandler Hutchison,,0 days 00:19:27,7.0,8.0,4.0,1.0,0.0,3.0,5.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,4.0,False,False,22.0
Ryan Arcidiacono,,,,,,,,,,,,,,,,,,,,,,True,False,
Cristiano Felicio,,,,,,,,,,,,,,,,,,,,,,True,False,
Daniel Gafford,,,,,,,,,,,,,,,,,,,,,,True,False,
Luke Kornet,,,,,,,,,,,,,,,,,,,,,,True,False,
Adam Mokoka,,,,,,,,,,,,,,,,,,,,,,True,False,
Denzel Valentine,,,,,,,,,,,,,,,,,,,,,,True,False,
