nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Danny Green,F,0 days 00:17:29,4.0,3.0,1.0,0.0,1.0,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,2.0,1.0,1.0,-4.0,False,False,11.0
Tobias Harris,F,0 days 00:28:21,16.0,9.0,5.0,3.0,0.0,5.0,10.0,50.0,4.0,6.0,66.7,2.0,2.0,100.0,0.0,9.0,3.0,1.0,-16.0,False,False,38.0
Dwight Howard,C,0 days 00:15:00,9.0,3.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,4.0,-14.0,False,False,15.0
Seth Curry,G,0 days 00:24:25,8.0,1.0,4.0,0.0,0.0,2.0,7.0,28.6,2.0,5.0,40.0,2.0,2.0,100.0,0.0,1.0,2.0,2.0,-7.0,False,False,15.0
Ben Simmons,G,0 days 00:28:25,15.0,6.0,4.0,2.0,2.0,5.0,8.0,62.5,0.0,0.0,0.0,5.0,7.0,71.4,0.0,6.0,6.0,2.0,-21.0,False,False,32.0
Tony Bradley,,0 days 00:17:25,4.0,8.0,1.0,0.0,2.0,2.0,7.0,28.6,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,2.0,-5.0,False,False,13.0
Shake Milton,,0 days 00:22:29,6.0,1.0,2.0,0.0,0.0,2.0,6.0,33.3,1.0,3.0,33.3,1.0,2.0,50.0,0.0,1.0,1.0,2.0,-22.0,False,False,11.0
Furkan Korkmaz,,0 days 00:17:40,4.0,2.0,2.0,1.0,0.0,1.0,8.0,12.5,0.0,5.0,0.0,2.0,2.0,100.0,0.0,2.0,1.0,0.0,-23.0,False,False,9.0
Tyrese Maxey,,0 days 00:22:40,6.0,0.0,1.0,1.0,0.0,3.0,8.0,37.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-14.0,False,False,7.0
Mike Scott,,0 days 00:19:37,12.0,3.0,0.0,1.0,0.0,4.0,8.0,50.0,3.0,7.0,42.9,1.0,2.0,50.0,2.0,1.0,3.0,2.0,-8.0,False,False,22.0
Matisse Thybulle,,0 days 00:08:14,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-4.0,False,False,1.0
Isaiah Joe,,0 days 00:07:04,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,False,False,6.0
Terrance Ferguson,,0 days 00:07:04,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,False,False,1.0
Dakota Mathias,,0 days 00:07:04,8.0,1.0,2.0,0.0,0.0,3.0,6.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,False,False,15.0
Joel Embiid,,,,,,,,,,,,,,,,,,,,,,True,True,
