nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Jayson Tatum,F,0 days 00:36:47,25.0,11.0,5.0,0.0,1.0,9.0,21.0,42.9,3.0,9.0,33.3,4.0,4.0,100.0,0.0,11.0,5.0,1.0,-6.0,False,False,47.0
Tristan Thompson,F,0 days 00:22:17,7.0,8.0,0.0,0.0,1.0,3.0,7.0,42.9,0.0,0.0,0.0,1.0,2.0,50.0,1.0,7.0,3.0,1.0,1.0,False,False,14.0
Daniel Theis,C,0 days 00:15:56,4.0,4.0,0.0,1.0,2.0,2.0,5.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-5.0,False,False,12.0
Jaylen Brown,G,0 days 00:34:36,18.0,2.0,4.0,2.0,1.0,8.0,13.0,61.5,0.0,1.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,4.0,1.0,False,False,31.0
Marcus Smart,G,0 days 00:32:38,11.0,3.0,6.0,2.0,0.0,4.0,8.0,50.0,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,2.0,1.0,-4.0,False,False,26.0
Grant Williams,,0 days 00:23:53,6.0,4.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,2.0,50.0,1.0,4.0,25.0,2.0,2.0,1.0,4.0,3.0,False,False,15.0
Jeff Teague,,0 days 00:22:51,9.0,3.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,10.0,90.0,0.0,3.0,1.0,2.0,0.0,False,False,19.0
Payton Pritchard,,0 days 00:23:00,13.0,0.0,2.0,2.0,0.0,5.0,5.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,False,False,23.0
Robert Williams III,,0 days 00:22:34,12.0,4.0,1.0,4.0,2.0,6.0,7.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,-4.0,False,False,27.0
Semi Ojeleye,,0 days 00:12:25,2.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,4.0
Carsen Edwards,,,,,,,,,,,,,,,,,,,,,,True,False,
Javonte Green,,,,,,,,,,,,,,,,,,,,,,True,False,
Aaron Nesmith,,,,,,,,,,,,,,,,,,,,,,True,False,
Tremont Waters,,,,,,,,,,,,,,,,,,,,,,True,False,
