nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Dorian Finney-Smith,F,0 days 00:32:38,9.0,4.0,1.0,1.0,1.0,3.0,8.0,37.5,2.0,5.0,40.0,1.0,1.0,100.0,1.0,3.0,1.0,3.0,22.0,False,False,19.0
Maxi Kleber,F,0 days 00:18:24,0.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,5.0,16.0,False,False,11.0
Willie Cauley Stein,C,0 days 00:24:08,15.0,7.0,2.0,1.0,1.0,5.0,7.0,71.4,0.0,0.0,0.0,5.0,6.0,83.3,2.0,5.0,0.0,4.0,18.0,False,False,35.0
Josh Richardson,G,0 days 00:30:47,15.0,1.0,0.0,1.0,0.0,4.0,10.0,40.0,2.0,7.0,28.6,5.0,5.0,100.0,1.0,0.0,1.0,6.0,15.0,False,False,26.0
Luka Doncic,G,0 days 00:37:55,33.0,16.0,11.0,0.0,0.0,12.0,25.0,48.0,3.0,10.0,30.0,6.0,6.0,100.0,2.0,14.0,8.0,3.0,28.0,False,False,67.0
Dwight Powell,,0 days 00:14:33,2.0,2.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,-9.0,False,False,6.0
Tim Hardaway Jr.,,0 days 00:31:16,30.0,7.0,2.0,0.0,0.0,11.0,14.0,78.6,8.0,10.0,80.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,18.0,False,False,55.0
James Johnson,,0 days 00:20:16,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,-22.0,False,False,1.0
Jalen Brunson,,0 days 00:18:34,6.0,0.0,4.0,0.0,0.0,2.0,6.0,33.3,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,-4.0,False,False,11.0
Trey Burke,,0 days 00:08:42,3.0,1.0,0.0,0.0,0.0,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-13.0,False,False,3.0
Wes Iwundu,,0 days 00:02:44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0,False,False,1.0
Josh Green,,,,,,,,,,,,,,,,,,,,,,True,False,
Boban Marjanovic,,,,,,,,,,,,,,,,,,,,,,True,False,
Tyrell Terry,,,,,,,,,,,,,,,,,,,,,,True,False,
