nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
De'Andre Hunter,F,0 days 00:37:00,23.0,8.0,1.0,0.0,1.0,9.0,15.0,60.0,3.0,6.0,50.0,2.0,3.0,66.7,1.0,7.0,0.0,2.0,-3.0,False,False,45.0
John Collins,F,0 days 00:33:07,18.0,8.0,1.0,2.0,0.0,8.0,15.0,53.3,2.0,4.0,50.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,11.0,False,False,33.0
Clint Capela,C,0 days 00:30:37,12.0,12.0,0.0,0.0,1.0,5.0,7.0,71.4,0.0,0.0,0.0,2.0,2.0,100.0,2.0,10.0,0.0,3.0,-1.0,False,False,30.0
Cam Reddish,G,0 days 00:30:16,10.0,4.0,1.0,0.0,0.0,4.0,11.0,36.4,2.0,6.0,33.3,0.0,1.0,0.0,0.0,4.0,2.0,4.0,-5.0,False,False,17.0
Trae Young,G,0 days 00:39:37,31.0,2.0,14.0,1.0,0.0,9.0,22.0,40.9,1.0,6.0,16.7,12.0,15.0,80.0,1.0,1.0,8.0,3.0,7.0,False,False,57.0
Bogdan Bogdanovic,,0 days 00:18:45,3.0,2.0,3.0,0.0,0.0,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,1.0,4.0,-13.0,False,False,9.0
Kevin Huerter,,0 days 00:31:20,9.0,2.0,3.0,1.0,0.0,4.0,12.0,33.3,1.0,6.0,16.7,0.0,0.0,0.0,1.0,1.0,0.0,2.0,-8.0,False,False,17.0
Solomon Hill,,0 days 00:10:55,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,0.0,0.0,0.0,-1.0,False,False,5.0
Brandon Goodwin,,0 days 00:08:23,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,False,False,0.0
Bruno Fernando,,,,,,,,,,,,,,,,,,,,,,True,False,
Nathan Knight,,,,,,,,,,,,,,,,,,,,,,True,False,
Skylar Mays,,,,,,,,,,,,,,,,,,,,,,True,False,
Rajon Rondo,,,,,,,,,,,,,,,,,,,,,,True,False,
