nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Reggie Bullock,F,0 days 00:26:50,7.0,3.0,3.0,0.0,0.0,3.0,6.0,50.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,3.0,2.0,1.0,-2.0,False,False,15.0
Julius Randle,F,0 days 00:43:10,28.0,17.0,9.0,1.0,0.0,11.0,19.0,57.9,0.0,5.0,0.0,6.0,8.0,75.0,4.0,13.0,7.0,2.0,5.0,False,False,64.0
Mitchell Robinson,C,0 days 00:28:17,8.0,7.0,0.0,4.0,2.0,4.0,7.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,-5.0,False,False,21.0
RJ Barrett,G,0 days 00:44:45,26.0,11.0,5.0,2.0,0.0,10.0,19.0,52.6,1.0,5.0,20.0,5.0,7.0,71.4,1.0,10.0,0.0,2.0,13.0,False,False,57.0
Elfrid Payton,G,0 days 00:29:30,14.0,3.0,5.0,0.0,2.0,6.0,18.0,33.3,0.0,0.0,0.0,2.0,2.0,100.0,2.0,1.0,2.0,3.0,-11.0,False,False,18.0
Austin Rivers,,0 days 00:33:24,8.0,2.0,1.0,1.0,0.0,3.0,6.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,False,False,14.0
Kevin Knox II,,0 days 00:18:14,6.0,0.0,2.0,0.0,1.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,False,False,12.0
Immanuel Quickley,,0 days 00:19:47,16.0,2.0,1.0,1.0,1.0,4.0,7.0,57.1,2.0,3.0,66.7,6.0,6.0,100.0,0.0,2.0,1.0,2.0,17.0,False,False,30.0
Ignas Brazdeikis,,,,,,,,,,,,,,,,,,,,,,True,False,
Jared Harper,,,,,,,,,,,,,,,,,,,,,,True,False,
Theo Pinson,,,,,,,,,,,,,,,,,,,,,,True,False,
Nerlens Noel,,,,,,,,,,,,,,,,,,,,,,True,True,
