nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
LeBron James,0 days 00:35:41,8.0,22.0,36.4,3.0,7.0,42.9,7.0,7.0,100.0,1.0,10.0,11.0,10.0,2.0,0.0,4.0,0.0,26.0,18.0,False,False,lebronjames,53.0
Anthony Davis,0 days 00:35:03,13.0,26.0,50.0,4.0,6.0,66.7,4.0,7.0,57.1,7.0,4.0,11.0,5.0,2.0,0.0,1.0,2.0,34.0,0.0,False,False,anthonydavis,64.0
Marc Gasol,0 days 00:20:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,False,False,marcgasol,13.0
Kentavious Caldwell-Pope,0 days 00:17:08,4.0,8.0,50.0,1.0,2.0,50.0,2.0,2.0,100.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,11.0,4.0,False,False,kentaviouscaldwellpope,18.0
Dennis Schroder,0 days 00:32:42,6.0,15.0,40.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,15.0,3.0,False,False,dennisschroder,23.0
Kyle Kuzma,0 days 00:23:26,5.0,11.0,45.5,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,5.0,11.0,-2.0,False,False,kylekuzma,18.0
Wesley Matthews,0 days 00:25:16,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,-1.0,False,False,wesleymatthews,6.0
Montrezl Harrell,0 days 00:23:26,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,False,False,montrezlharrell,13.0
Markieff Morris,0 days 00:12:57,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,False,False,markieffmorris,9.0
Talen Horton-Tucker,0 days 00:14:21,2.0,6.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,5.0,2.0,False,False,talenhortontucker,9.0
Alex Caruso,,,,,,,,,,,,,,,,,,,,,True,False,alexcaruso,
Quinn Cook,,,,,,,,,,,,,,,,,,,,,True,False,quinncook,
Jared Dudley,,,,,,,,,,,,,,,,,,,,,True,False,jareddudley,
Alfonzo McKinnie,,,,,,,,,,,,,,,,,,,,,True,False,alfonzomckinnie,
